tracking_id	locus	FAP 0D NTX	FAP 1D NTX	FAP 2D NTX (a)	FAP 2D NTX (b)	FAP 2D NTX ©	FAP 3D NTX (a)	FAP 3D NTX (b)	FAP 3D NTX ©	FAP 4D NTX (a)	FAP 4D NTX (b)	FAP 5D NTX	FAP 6D NTX	FAP 7D NTX	FAP 10D NTX	FAP 14D NTX
Atp6v1h	chr1:5083172-5162549	25.7384	30.4862	29.2053	34.1732	18.0762	10.3051	19.7952	11.9684	22.3342	12.5864	19.6799	22.6112	14.2557	23.1908	31.9944
Atp7a	chrX:106027275-106128160	2.30071	3.28993	4.21825	3.18304	5.27487	1.21633	2.64514	1.45593	5.60426	2.79582	4.03635	3.84348	1.08299	4.95535	5.69049
Atp7b	chr8:21994347-22060074	0.001	0.001	0.0510483	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0253363	0.001
Atp8a1	chr5:67618140-67847431	1.29496	0.61628	0.626563	0.15538	0.61525	0.500928	1.10429	0.286694	1.38995	0.779014	0.945761	2.13293	0.695554	2.00939	2.07711
Atp8a2	chr14:59647740-60086834	0.0483288	0.001	0.0329614	0.001	0.185979	0.001	0.03127	0.001	0.0383402	0.0199103	0.159867	0.0338699	0.567475	0.147023	0.0861344
Atp8b1	chr18:64528978-64661000	6.53297	11.2939	12.8893	7.50143	20.0506	3.81529	12.9413	6.11188	19.2554	10.7812	10.5872	16.5985	2.47271	14.3192	15.2248
Atp8b2	chr3:89939480-89963332	19.0813	28.1368	30.9388	26.3319	21.7866	15.7109	22.4152	25.1852	30.1771	26.8216	29.1469	25.6969	14.6855	27.1605	28.0932
Atp8b3	chr10:80519584-80539124	0.001	0.001	0.001	0.001	0.001	0.001	0.0129567	0.0158254	0.001	0.001	0.0265114	0.001	0.001	0.0406747	0.0119075
Atp8b4	chr2:126320972-126491553	0.079024	0.191445	0.237959	0.001	0.345358	0.0743992	0.328069	0.112712	0.503991	0.143524	0.0629692	0.244628	0.0206676	0.118193	0.113169
Atp8b5	chr4:43267158-43373831	0.001	0.001	0.0269276	0.143716	0.0379559	0.001	0.0127669	0.0467813	0.001	0.0650106	0.001	0.001	0.001	0.0400833	0.0117338
Atp9a	chr2:168634437-168741800	11.2569	2.16924	3.41446	6.99443	3.24393	10.7232	9.26074	13.5475	5.31452	16.4616	7.96215	5.81181	5.83974	8.27065	5.9176
Atp9b	chr18:80734140-80934058	6.39896	10.5844	10.3253	13.8442	8.27635	9.91238	9.74888	10.2937	10.3856	10.3977	9.09509	9.04788	7.22306	10.7441	10.8036
Atpaf1	chr4:115784813-115812314	5.2176	4.5771	5.57232	6.00404	6.01087	4.61553	2.97838	4.19523	3.07681	4.77063	3.63641	4.29089	4.98113	3.33258	5.19482
Atpaf2	chr11:60400623-60417099	6.02362	16.3542	8.46996	11.6623	6.06386	9.18716	8.31751	7.37499	6.44594	5.38898	6.95138	7.14915	7.6051	5.37967	5.10166
Atpbd4	chr2:114516417-114654928	2.29026	8.94521	4.94242	4.88419	5.58165	1.89137	2.58577	2.44078	4.22487	2.65824	4.21591	3.14903	1.88453	2.64706	3.12583
Atpif1	chr4:132530554-132533659	270.887	130.338	168.299	191.14	246.996	512.865	241.483	330.267	116.918	135.57	126.717	108.164	545.149	96.4939	84.9236
Atr	chr9:95857596-95951644	1.08043	4.27196	3.13993	1.40969	3.57954	0.35309	1.07723	0.305671	2.1042	0.380188	1.87953	2.86671	1.20473	3.28394	2.5473
Atraid	chr5:31048639-31054623	149.968	58.7999	75.5648	111.8	43.6539	114.169	105.978	103.912	67.6886	83.2046	95.2214	91.151	155.683	81.2828	100.188
Atrip	chr9:109059746-109074124	3.69167	7.66825	5.87986	4.37215	3.24652	3.70767	2.5864	3.21359	3.49688	3.55888	1.9161	3.51406	4.61668	3.7629	4.23466
Atrn	chr2:130906495-131030326	3.69012	5.00714	6.90431	6.57568	7.91909	2.80776	3.27003	2.32661	6.70142	5.39967	5.92526	5.02576	3.23091	7.31395	7.0457
Atrnl1	chr19:57611033-58133340	10.3321	13.4608	13.6147	12.0631	13.9766	7.37752	9.74857	6.21629	11.4735	10.0281	12.527	10.9867	15.1613	11.7547	16.6207
Atrx	chrX:105797614-105929372	4.90607	6.75089	7.08107	1.47499	12.8299	1.62259	5.33243	1.60549	11.9259	3.91153	5.74365	13.1558	1.68137	12.7668	12.7152
Atxn1	chr13:45549755-45964991	0.665236	0.84381	1.6348	0.842481	3.47386	0.969926	2.31038	1.31476	3.46282	2.92733	1.92434	2.56673	1.07606	1.90163	1.35836
Atxn10	chr15:85336380-85463836	38.8245	77.9766	77.3013	122.981	71.7418	106.812	72.4403	94.5378	61.3504	67.4447	79.9287	54.1806	140.861	46.7939	58.681
Atxn1l	chr8:109726450-109737739	4.40347	6.62097	6.02212	6.7316	6.70916	4.37209	5.02583	4.34277	7.23177	7.46784	7.58797	6.32203	8.47471	6.92983	7.24733
Atxn2	chr5:121711608-121814950	4.53425	7.36265	8.21674	6.614	10.3794	6.30238	5.31349	4.5867	9.03188	10.5854	5.59316	6.53467	4.55809	8.40801	7.74791
Atxn2l	chr7:126491707-126503302	17.1395	25.098	26.1406	20.2163	28.2048	23.8625	16.93	21.7545	25.175	29.2517	17.2322	20.9053	13.3364	27.2396	21.704
Atxn3	chr12:101918900-101958243	2.62966	4.18032	3.31263	3.68405	4.39529	1.75425	2.68109	0.762955	3.36441	1.36543	1.79888	3.44423	1.85779	3.66417	4.22016
Atxn7	chr14:14012490-14107301	1.59542	2.04806	2.8286	1.75985	4.17792	0.517114	2.44998	0.994336	5.2183	3.1173	2.47539	3.35445	1.22635	4.58067	4.90402
Atxn7l1	chr12:33147685-33251157	2.28396	4.26812	6.37643	3.60209	6.87775	6.12527	5.56937	5.40179	3.86201	5.33132	3.9983	3.69385	1.72921	3.54035	3.71143
Atxn7l1	chr12:33302514-33368277	1.35173	1.28069	1.54547	1.2886	2.00204	4.15904	2.22482	4.87244	3.19575	4.18021	2.2479	2.47983	1.06406	2.26717	1.72258
Atxn7l2	chr3:108202254-108210934	1.16827	1.32164	1.67134	1.74034	1.32378	2.61998	2.0122	1.63015	1.56316	1.99657	1.18605	2.34499	0.897452	1.67433	1.22423
Atxn7l3	chr11:102289299-102296629	11.6149	18.7891	18.5693	18.8172	7.71337	9.21655	10.1332	15.9301	14.0587	14.2591	15.6787	13.7724	6.82456	13.0026	11.9711
Atxn7l3b	chr10:112925427-112929026	21.753	21.6827	17.8731	24.3424	14.728	13.954	24.2335	14.8367	19.1174	18.0433	29.4631	22.5311	20.9746	21.882	28.825
Auh	chr13:52835109-52929677	20.3575	9.53275	6.58357	7.86244	7.73048	11.2028	14.0079	11.142	10.5407	7.00495	9.23157	8.45945	22.6081	10.7244	13.0237
Aup1	chr6:83054652-83057682	46.2855	46.7125	48.3324	62.9671	35.022	99.938	61.8841	95.9196	33.8398	56.2352	35.1397	33.4812	41.7506	32.7752	28.2962
Aurka	chr2:172356195-172370506	0.641845	8.24211	19.9309	13.8707	17.7807	12.6425	3.17024	16.4821	3.85999	4.24671	2.8428	0.752439	0.255877	0.623623	0.376341
Aurkaip1	chr4:155831268-155833098	52.1163	55.9015	38.2007	49.7544	21.9805	48.7611	39.6961	55.7681	25.512	28.331	26.4506	23.3196	34.0387	22.2832	24.4083
Aurkb	chr11:69045642-69051662	0.431213	21.2799	21.7477	15.8861	18.2997	6.62077	2.73928	12.7342	3.63651	2.98391	2.63501	0.863525	0.001	1.17964	0.506059
Aurkc	chr7:6995384-7003091	0.0883681	0.001	0.001	0.001	0.001	0.001	0.001	0.273492	0.001	0.001	0.001	0.001	0.001	0.001	0.0507891
Auts2	chr5:131437681-132542343	2.14194	5.67276	4.07536	2.31179	6.00744	2.95635	3.57301	3.21378	6.50343	9.72279	3.59146	4.45304	2.80208	4.87168	2.77272
Aven	chr2:112492963-112631253	11.844	24.1456	16.6252	22.8041	9.95416	12.6026	12.9321	10.1561	10.4263	7.79445	9.72945	5.93079	22.0081	9.77981	12.1478
Avil	chr10:127000708-127020994	0.178339	0.357689	0.485421	0.215874	0.28556	0.417831	0.921562	0.398545	0.681606	0.220131	0.392323	0.664868	0.116158	0.480459	0.369744
Avl9	chr6:56714904-56761911	1.46629	1.45149	1.86705	1.89816	3.09615	1.03939	1.87023	0.504298	2.80806	1.48999	2.51917	2.98006	1.15476	2.83718	3.11724
Avp	chr2:130580676-130582541	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.343353	0.001	0.001	0.001
Avpi1	chr19:42123274-42128993	15.0651	10.2025	8.57447	14.4793	5.44782	10.3957	9.98279	14.9132	6.31012	10.3362	5.53069	4.82474	4.69837	6.86568	8.51011
Avpr1a	chr10:122448498-122453453	1.73784	11.5038	27.3589	21.2449	14.498	20.5149	14.112	16.4516	18.3301	8.4877	25.9469	20.2058	6.42864	8.14663	3.28268
Avpr1b	chr1:131599113-131612000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Avpr2	chrX:73892101-73894428	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0698111	0.001	0.001	0.001	0.001	0.001
Awat1	chrX:100572246-100578206	0.001	0.001	0.001	0.001	0.001	0.108539	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Awat2	chrX:100402221-100412562	0.302104	0.955705	0.487265	0.866517	0.23045	0.186858	0.0773352	0.849177	0.187755	0.493698	0.0786873	0.0832885	0.001	0.001	0.140904
Axin1	chr17:26138685-26195811	10.9198	18.9149	14.0731	20.884	10.1095	11.5087	9.76586	12.0234	13.714	13.5813	12.4816	12.1186	6.29186	14.5855	15.8076
Axin2	chr11:108920348-108950781	2.53192	0.390137	0.34018	0.001	0.199826	0.682742	2.44643	0.623877	0.940326	2.27607	0.440024	0.670104	0.569136	1.40621	1.69214
Axl	chr7:25756499-25788733	259.861	322.566	209.813	265.787	116.636	247.267	168.525	255.696	94.275	182.843	136.176	125.616	334.272	176.765	275.766
Aym1	chr5:113357293-113357821	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Azgp1	chr5:137981520-137990232	0.377678	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Azi1	chr11:120064429-120086827	2.74225	4.40995	2.27763	1.99565	2.65366	3.66599	2.25768	2.7178	0.948876	2.62875	1.15411	1.85129	2.95912	2.00449	1.15474
Azi2	chr9:118040498-118063907	8.94001	12.309	17.4463	11.9646	13.7846	3.45431	12.9582	5.40086	12.4811	7.60084	11.2615	15.798	4.97945	14.2179	16.2043
Azin1	chr15:38487429-38519266	12.1708	28.8798	28.0813	18.4892	27.2514	5.12567	9.05044	5.7448	24.9787	7.26871	13.0636	12.2722	6.24838	19.0076	28.0943
B020004C17Rik	chr14:57015133-57018982	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B020004J07Rik	chr4:101834968-101844022	0.146233	0.094339	0.106804	0.34192	0.211712	0.0736485	0.132041	0.0743789	0.303149	0.123083	0.175995	0.274027	0.001	0.210462	0.190216
B020014A21Rik	chr10:3125090-3133193	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0644389	0.001
B020018J22Rik	chr12:112428283-112435338	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B020031M17Rik	chr13:119949356-119950806	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B130006D01Rik	chr11:95723585-95726773	0.084546	0.001	0.001	0.001	0.001	0.001	0.0182122	0.001	0.001	0.0927962	0.001	0.0788553	0.001	0.0380013	0.001
B130024G19Rik	chr7:70365382-70411146	0.417751	0.001	0.001	0.001	0.0332612	0.001	0.335012	0.001	0.244549	0.25649	0.136498	0.57802	0.676041	0.554388	0.733756
B130034C11Rik	chr16:87496072-87504038	0.001	0.183163	0.373747	0.001	0.398306	0.107572	0.222658	0.001	0.0539206	0.001	0.0905074	0.001	0.001	0.183088	0.242925
B230118H07Rik	chr2:101560780-101628986	7.40594	5.73789	6.50564	7.3547	6.39414	7.21955	5.05604	3.48573	3.80479	2.33804	4.11581	3.79233	10.9395	3.94505	5.03307
B230119M05Rik	chrX:134684561-134686462	0.001	0.001	0.001	0.001	0.001	0.164399	0.001	0.001	0.001	0.001	0.001	0.145669	0.001	0.001	0.001
B230120H23Rik	chr2:72285636-72442610	2.71758	4.67086	6.62895	3.61727	9.9436	3.32807	4.16891	3.4959	6.89543	5.8183	4.58625	6.04113	2.13857	4.79352	5.62299
B230206H07Rik	chr7:141359177-141365110	0.001	0.001	0.001	0.001	0.001	0.001	0.0397608	0.001	0.001	0.0506576	0.001	0.001	0.001	0.001	0.218728
B230208H11Rik	chr10:12916645-12923127	0.189251	0.122772	0.250892	0.001	0.238611	0.001	0.419582	0.001	0.144193	0.001	0.121416	0.128426	0.001	0.111247	0.108429
B230209E15Rik	chr7:61529409-61615327	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B230209K01Rik	chr1:121087404-121120975	0.001	0.001	0.0819563	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0710945
B230214G05Rik	chr15:88314873-88372651	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B230216G23Rik	chr6:142413430-142419740	0.377977	0.248814	0.0845843	0.001	0.400202	0.001	0.845976	0.001	0.635278	0.154331	0.409748	0.607157	0.001	0.49807	0.183395
B230216N24Rik	chr1:98031122-98047793	0.258077	0.336195	0.457772	0.001	0.597792	0.263841	0.600968	0.001	0.197597	0.489167	0.221601	0.001	0.001	0.670058	0.594029
B230217C12Rik	chr11:97840779-97843043	4.08337	7.0956	4.64182	1.81158	4.67656	2.8709	2.48593	1.9767	2.15058	1.3824	2.41153	1.62349	3.49285	3.70188	4.26094
B230217O12Rik	chr19:57323196-57360899	0.239972	0.254513	0.0648338	0.691859	0.367225	0.372579	0.0924908	0.001	0.0375521	0.157313	0.251373	0.001	0.001	0.223545	0.140806
B230219D22Rik	chr13:55693123-55703500	11.0704	16.1184	11.0421	5.38267	15.9147	1.86814	9.56242	2.89006	10.9138	6.67931	12.8705	14.7519	5.95667	16.5557	22.7981
B230312C02Rik	chr2:180370857-180385885	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0428853
B230319C09Rik	chr6:83441754-83448322	0.226115	0.0746462	0.076099	0.001	0.21581	0.0875215	0.217315	0.132582	0.0440132	0.138692	0.001	0.312247	1.31575	0.112209	0.033023
B230323A14Rik	chr9:69761145-69830199	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B230378P21Rik	chr6:32511140-32515576	0.001	0.001	0.001	0.001	0.001	0.0764448	0.284665	0.001	0.0385122	0.0807027	0.001	0.001	0.001	0.001	0.0288834
B2m	chr2:122147686-122153082	1135.58	816.211	1101.69	928.895	545.395	3620.11	1209.02	893.172	1520.18	2514.98	1838.94	1321.17	2198.83	1027.77	1140.33
B330016D10Rik	chr4:141546161-141548313	1.63892	0.745006	0.233508	0.311493	0.165197	0.402415	0.915612	0.237072	0.439926	0.0707626	0.396154	0.419476	0.001	0.547017	0.634262
B3galnt1	chr3:69574185-69598861	20.0429	15.0141	19.3755	16.0415	19.2099	3.99351	18.9066	6.63134	13.3474	7.41861	16.7722	15.6318	8.84823	16.1853	22.7773
B3galnt2	chr13:13954673-13999068	4.71747	11.2214	8.81072	6.51612	6.12879	2.64989	6.57418	2.90568	8.78984	4.66433	7.87439	8.74836	3.15624	8.43884	8.76693
B3galt1	chr2:68104671-68122882	0.486351	1.08295	1.17022	0.489867	1.27155	0.289377	1.21806	0.305548	0.868545	0.484468	1.17994	1.98134	0.001	1.49262	1.36027
B3galt2	chr1:143640696-143649937	0.153896	0.0258491	0.0525864	0.001	0.222353	0.001	0.112189	0.001	0.0765254	0.206289	0.0510181	0.0270251	0.175923	0.0913354	0.103122
B3galt4	chr17:33949911-33951488	2.93387	0.724864	1.31408	1.75264	0.660408	2.3623	2.97223	5.63016	0.996758	2.297	1.51195	2.10571	2.44708	1.7741	1.24678
B3galt5	chr16:96235800-96319858	0.107195	0.001	0.001	0.001	0.001	0.001	0.001	0.141471	0.02845	0.0884522	0.0474086	0.0251122	0.280196	0.0363865	0.0638937
B3galt6	chr4:155989465-155992678	2.4874	3.7027	2.70253	1.82821	1.12822	2.05291	3.07062	2.66888	1.65922	2.73794	2.28894	1.48599	2.73187	2.35575	2.61819
B3galtl	chr5:149678256-149762599	3.97535	7.94692	8.75936	9.47728	9.78725	6.89906	7.94126	6.52277	6.78788	7.67792	10.9794	8.93499	4.71199	7.22026	8.01525
B3gat1	chr9:26751561-26761338	0.001	0.104889	0.0355784	0.001	0.234276	0.163284	0.118158	0.144296	0.165481	0.128991	0.379608	0.292441	0.001	0.017624	0.0154921
B3gat2	chr1:23761925-23847858	0.243229	0.108891	0.0276922	0.147796	0.416396	0.0317578	0.498946	0.0481117	0.386796	0.083579	0.188058	0.369998	0.001	0.343461	0.398185
B3gat3	chr19:8920392-8927236	35.3022	26.528	18.9603	19.1841	9.04507	21.4844	23.154	29.6256	13.7921	19.0794	11.9569	14.919	5.89094	16.4512	15.9161
B3gnt1	chr19:5038825-5041134	31.5178	22.0391	18.9183	17.21	16.1849	26.7293	24.8889	27.6784	14.5914	21.7396	17.7374	18.7169	18.9797	17.7912	22.556
B3gnt2	chr11:22834738-22860336	15.0914	15.5762	16.5673	14.892	19.3172	7.72554	17.6295	9.26269	20.7645	9.66214	18.8687	16.3678	14.1528	27.5069	32.4937
B3gnt3	chr8:71691719-71701800	1.7705	3.40939	6.46737	7.66861	4.06776	12.9354	5.57913	18.8661	4.75482	4.46506	7.72082	7.06875	3.27343	3.18865	2.394
B3gnt4	chr5:123510459-123511882	0.481674	0.0903502	0.001	0.001	0.001	0.106112	0.0878521	0.375059	0.106402	0.336702	0.0892881	0.001	0.001	0.225825	0.319561
B3gnt5	chr16:19760233-19772753	0.001	0.0780681	0.238249	0.141241	0.211441	0.182145	0.305327	0.0887373	0.419913	0.186558	0.231142	0.0271997	0.001	0.0394055	0.0807493
B3gnt6	chr7:98192414-98199475	0.0777056	0.001	0.0526801	0.001	0.0248289	0.001	0.050054	0.001	0.0305604	0.001	0.001	0.108179	0.001	0.0520187	0.16034
B3gnt7	chr1:86303220-86307305	0.0351561	0.001	0.0477396	0.001	0.001	0.109627	0.20404	0.387508	0.166272	0.0288934	0.231463	0.0980529	0.001	0.0235926	0.001
B3gnt8	chr7:25627623-25629490	14.4633	5.6742	4.34871	5.66126	0.824246	6.06704	7.85697	10.5444	2.1454	8.80534	4.01647	5.43155	3.46654	5.30039	4.74591
B3gnt9	chr8:105252637-105255153	30.7303	24.4254	30.0847	22.0351	19.6376	26.0561	27.1987	36.1412	28.2495	34.3442	31.6999	29.1119	29.3492	25.5995	25.5108
B3gntl1	chr11:121616207-121673151	2.85865	3.90354	3.62809	3.68785	3.21269	3.81751	5.1875	2.9542	3.26127	3.37014	2.93208	3.77093	4.01123	4.70001	5.26261
B430010I23Rik	chr8:41017467-41024216	0.0783561	0.104308	0.0531141	0.283422	0.100139	0.122007	0.100936	0.001	0.123242	0.128676	0.154493	0.27267	0.001	0.498206	0.346402
B430212C06Rik	chr18:67321208-67344103	0.0695001	0.139066	0.0471961	0.001	0.0222294	0.0541876	0.0672361	0.001	0.001	0.001	0.137298	0.001	0.001	0.0933056	0.0821226
B430306N03Rik	chr17:48316161-48326511	0.0258157	0.001	0.14076	0.001	0.0827528	0.444118	0.606586	0.366988	0.184143	0.276416	0.001	0.0723135	0.001	0.001	0.0459705
B430319G15Rik	chr9:92538800-92542869	0.391804	0.292138	0.208042	0.475852	0.363189	0.272702	0.732888	0.395916	0.103754	0.574234	0.403642	0.335977	0.539928	0.633768	0.55675
B4galnt1	chr10:127165155-127172340	4.67339	5.65455	10.9706	17.9795	4.82283	31.261	11.5986	36.1121	15.2624	16.1173	19.2053	17.2741	10.8866	12.3845	6.31558
B4galnt2	chr11:95863558-95914871	0.0362837	0.00581747	0.00739787	0.001	0.00665598	0.0169699	0.0390579	0.001	0.073175	0.00446668	0.0318307	0.001	0.00282937	0.019567	0.0426858
B4galnt3	chr6:120203809-120294559	0.335477	0.0407643	0.124479	0.221429	0.0390596	0.001	0.03939	0.001	0.0241054	0.476749	0.120724	0.0426221	0.001	0.369545	0.198643
B4galnt4	chr7:141061273-141072119	0.001	0.001	0.0394615	0.001	0.0557072	0.001	0.001	0.001	0.001	0.001	0.0765456	0.001	0.001	0.0390656	0.0343546
B4galt1	chr4:40804581-40854537	39.516	45.0539	60.2462	59.8019	53.0056	39.7956	57.9819	47.4575	67.0907	44.2291	78.1038	67.3533	45.0745	48.3545	65.2283
B4galt2	chr4:117872999-117883476	14.2212	22.1936	20.1858	31.4012	9.35337	20.7294	17.8695	34.2389	14.277	22.7587	23.3688	18.8628	9.16875	14.8848	10.9322
B4galt3	chr1:171270327-171276895	4.86936	7.9496	8.79571	8.7785	5.67384	8.58114	10.1092	8.66625	10.8876	10.7072	8.15796	11.625	3.58162	7.42043	5.82773
B4galt4	chr16:38742263-38769045	9.06071	8.2155	4.72692	5.79841	4.35417	5.055	5.62774	3.34044	5.86128	4.37734	9.85067	9.25986	12.3943	8.98355	8.2909
B4galt5	chr2:167298444-167349178	5.30037	19.4284	28.8996	16.5584	25.7318	17.989	15.5836	25.1062	28.7526	21.141	16.8049	17.0944	7.82752	13.4653	7.93519
B4galt6	chr18:20684598-20746404	1.27659	3.72069	3.16674	2.30483	4.31545	1.24933	2.13406	1.45226	2.64727	2.15776	2.81333	2.21975	1.17864	1.78776	1.3717
B4galt7	chr13:55600110-55609954	7.11435	9.29867	12.2371	12.1058	9.81173	12.9593	9.33783	16.7595	7.40096	9.75452	9.03012	11.0542	5.84118	8.11797	5.87052
B630005N14Rik	chr6:13625674-13677966	4.20976	3.09805	3.58942	2.0247	4.08707	1.03756	3.39037	0.52395	3.26024	1.72663	3.51044	7.46777	0.781237	4.73283	8.6327
B630019K06Rik	chrX:8892352-8894964	1.71051	1.2572	0.711122	1.01194	0.669896	0.925339	1.62094	0.577215	0.385291	1.14766	1.42512	1.16848	0.590316	1.71041	2.24786
B830017H08Rik	chr16:17833118-17835019	0.183082	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0525291
B930003M22Rik	chr17:10319918-10321141	0.0822463	0.321982	0.109581	0.001	0.0520049	0.126279	0.418337	0.0637616	0.0631064	0.200606	0.106105	0.224515	0.001	0.107031	0.521605
B930018H19Rik	chr8:34589419-34640316	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B930025P03Rik	chr8:10870421-10882454	0.001	0.039037	0.001	0.001	0.186968	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B930041F14Rik	chr4:155694341-155696483	4.50854	5.01095	2.40556	4.06987	1.32831	3.16824	3.90414	6.43341	2.6528	3.05829	4.26593	5.23978	5.23224	3.29851	3.03428
B930059L03Rik	chr12:110591373-110592679	0.304325	0.0995633	0.203235	0.001	0.096358	0.001	0.0484617	0.001	0.11716	0.123887	0.0984128	0.104133	0.001	0.198807	0.308015
B930092H01Rik	chr9:61259226-61293809	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0228207	0.0200833
B9d1	chr11:61505171-61512927	27.4448	20.6085	18.872	24.902	15.7553	21.3432	17.7629	28.0673	11.4011	16.7052	13.1836	12.9763	19.7809	8.90271	11.5681
B9d2	chr7:25681157-25686558	15.3676	8.34542	5.1454	6.49889	3.86781	11.4083	8.93512	12.4671	2.8757	7.29633	3.66887	3.46425	3.7942	4.73782	4.9112
BB014433	chr8:15041445-15046078	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BB019430	chr10:58696744-58704277	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BB031773	chr4:103004105-103011965	0.0243742	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0289575
BB123696	chr13:52729369-52757205	0.439335	0.318893	0.216519	0.288839	0.229649	0.124348	0.308623	0.0941869	0.125582	0.0983659	0.0524811	0.389022	0.001	0.347328	0.447128
BB283400	chr6:30176622-30178040	0.001	0.001	0.001	0.001	0.043828	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BB287469	chr12:87618867-87622955	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BB287469	chr12:87816576-87820676	0.0458877	0.0337504	0.0527405	0.001	0.0281545	0.0289973	0.00654452	0.001	0.0304114	0.00695853	0.0111123	0.0282347	0.0132061	0.128261	0.001
BB557941	chr2:57127476-57181754	0.001	0.001	0.001	0.001	0.11801	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.060444	0.001
BC002163	chr16:42955579-42956079	96.9538	15.3922	12.429	58.8282	5.14387	38.7365	20.1436	52.4428	4.05333	5.32878	15.6246	22.601	44.1248	11.3759	42.9253
BC002163	chr4:123712709-123718161	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
BC003331	chr1:150361310-150393055	9.1961	7.85445	11.9525	5.83541	12.8439	1.60088	8.60595	1.4857	14.5291	3.25898	9.1793	16.9735	0.108242	16.7962	15.8585
BC003965	chr17:25184560-25187662	4.11632	5.50371	4.2217	4.76584	2.33072	3.40096	4.45058	2.51728	1.83966	2.84722	2.32279	3.37765	2.17589	3.63603	4.41706
BC004004	chr17:29268787-29302887	26.0773	27.413	35.8917	57.8349	22.8478	41.7545	27.4756	40.9236	23.3932	25.1887	32.807	24.4263	37.307	18.5535	19.7988
BC005537	chr13:24801656-24812899	28.3644	33.2343	43.2228	31.912	44.2731	21.27	32.2114	25.6818	45.4618	29.9886	48.9363	43.4377	22.0299	42.6895	50.0135
BC005561	chr5:104508351-104522383	0.777801	0.705114	0.60146	0.49387	1.56443	0.291745	0.372795	0.361622	1.27976	0.962922	0.785569	1.14144	0.685238	2.58452	1.40162
BC005624	chr2:30972832-30981941	34.987	27.744	25.2234	24.4633	17.8161	25.3757	28.4282	14.4944	23.6273	15.8576	20.3736	21.5584	34.4603	21.7561	28.1518
BC005764	chr10:79860474-79874634	2.28041	4.30334	4.21516	4.07481	3.82451	4.963	4.18974	7.8248	3.09595	4.12268	3.72849	7.2351	1.49946	3.14379	1.21343
BC006965	chr11:112663926-112711356	0.001	0.0636993	0.001	0.001	0.0765915	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.467078	0.0479555	0.001
