tracking_id	locus	Endothelium 0D NTX	Endothelium 2D NTX (a)	Endothelium 2D NTX (b)	Endothelium 2D NTX ©	Endothelium 3D NTX (a)	Endothelium 3D NTX (b)	Endothelium 3D NTX ©	Endothelium 4D NTX	Endothelium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX (a)	Endothelium WT 10days (b)	Endothelium 14D NTX
Atmin	chr8:116943392-116960445	2.89353	3.97552	3.49463	3.54189	3.27577	3.02806	3.9679	6.31346	3.97245	3.93187	2.96399	4.08612	4.01745	4.26474
Atn1	chr6:124742543-124756487	15.3417	7.45411	13.8468	25.5554	15.2542	19.1701	21.6627	23.6631	9.66682	11.68	5.1984	13.6517	28.4061	13.3158
Atoh1	chr6:64729145-64731235	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atoh7	chr10:63100155-63100605	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atoh8	chr6:72206176-72235577	35.1892	12.4945	11.1817	11.2794	16.1097	20.6013	25.9136	21.8893	11.3399	17.8213	10.7405	16.2871	23.3561	18.6744
Atox1	chr11:55446642-55461138	609.844	583.449	498.468	215.04	442.627	273.703	590.381	376.176	606.512	714.963	131.814	476.464	414.583	420.638
Atp10a	chr7:58658201-58829426	0.834536	1.70676	1.99768	1.77469	1.06264	1.14739	1.07097	2.65382	1.89231	1.95408	1.23966	2.02143	2.23003	1.7167
Atp10b	chr11:43149876-43262286	0.001	0.001	0.001	0.0158564	0.0312374	0.001	0.001	0.00841211	0.001	0.001	0.001	0.001	0.001	0.001
Atp10d	chr5:72203328-72298771	5.75107	5.46319	4.33836	5.68405	2.56954	7.56274	5.2665	9.04095	5.70304	4.03571	5.96919	10.6167	9.32506	14.524
Atp11a	chr8:12757015-12868728	6.41952	8.21085	9.4384	13.9279	5.72369	8.89776	8.26374	14.2161	8.8622	8.62303	9.8428	12.2117	13.3416	15.0628
Atp11b	chr3:35754137-35856276	10.4605	12.5576	9.07312	8.35562	4.50685	7.75828	3.00878	9.94349	10.4308	8.46469	8.4181	10.4878	3.3092	14.2668
Atp11c	chrX:60223289-60403981	11.3142	12.7671	9.26204	6.88734	1.97879	7.37974	2.32108	7.69098	11.1137	6.51414	6.89297	9.9966	2.21059	17.9594
Atp12a	chr14:56365067-56388551	0.001	0.001	0.001	0.0282679	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp13a1	chr8:69791162-69807748	9.90459	15.1622	16.885	11.9185	16.3603	14.4441	17.9312	15.9864	12.3469	11.0932	7.36115	13.2241	18.1355	14.1204
Atp13a2	chr4:140986872-141007701	5.57253	8.23712	8.69887	6.79252	24.9712	13.0016	24.8476	10.6608	7.0104	4.32234	2.16657	5.67109	10.1258	4.09908
Atp13a3	chr16:30312423-30388530	9.85192	29.0527	18.9221	22.3911	5.165	14.5066	5.59953	10.4794	17.5158	9.05663	6.56132	13.2933	4.87333	15.3514
Atp13a4	chr16:29396037-29544864	0.001	0.001	0.001	0.0196726	0.0135287	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp13a5	chr16:29231913-29378732	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.025988	0.001	0.001	0.001	0.001	0.0676987	0.00757509
Atp1a1	chr3:101576218-101604707	111.444	174.062	177.698	143.88	133.03	112.2	158.099	137.429	156.347	140.867	96.3564	148.629	156.182	132.261
Atp1a2	chr1:172271708-172298064	5.83805	3.06346	4.82288	6.77467	0.703772	6.56205	2.57087	23.7003	10.9874	10.6097	7.25542	8.07977	9.67657	7.52213
Atp1a3	chr7:24978168-25005895	0.001	4.56594	4.07384	1.77993	16.2758	4.25055	12.8728	0.579068	2.17285	0.470693	0.169345	1.15156	0.510391	0.0798989
Atp1a4	chr1:172223507-172258424	0.001	0.001	0.0768733	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0135899	0.0177008	0.001	0.001
Atp1b1	chr1:164437266-164458355	2.20587	1.17761	1.46931	1.23441	0.630831	2.5275	1.02677	1.89159	1.96208	1.51239	2.24417	1.32384	2.06504	1.74329
Atp1b2	chr11:69599749-69605960	6.05184	9.00405	11.6443	25.0291	2.22627	7.95034	5.70654	27.5589	14.0007	17.281	10.8295	14.369	19.2703	9.09271
Atp1b3	chr9:96332674-96364299	150.589	230.348	160.229	142.657	180.445	182.57	161.837	170.432	150.821	126.756	249.188	155.468	122.942	145.961
Atp1b4	chrX:38316266-38336713	0.001	0.001	0.001	0.0274613	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp2a1	chr7:126445859-126463073	1.54155	0.143086	3.54575	0.392255	1.12645	3.69992	0.888395	2.58572	6.06354	0.963943	2.3973	0.879176	0.994573	2.12174
Atp2a2	chr5:122453512-122502225	35.9116	57.1932	52.0881	58.3977	21.8598	31.5227	29.5766	76.4059	55.2873	53.9006	43.8621	58.3999	63.5051	61.2071
Atp2a3	chr11:72961168-72993043	46.189	19.1168	14.8175	22.6515	37.0052	57.4771	43.2734	78.4915	42.6589	36.7628	31.8048	48.079	52.522	44.6407
Atp2b1	chr10:98915151-99026143	16.3432	25.8302	18.4781	22.3997	8.56706	16.1636	8.33227	15.5076	14.8602	12.9468	12.8965	15.5103	5.46171	25.0638
Atp2b2	chr6:113745667-114042080	0.682205	0.393562	0.151538	0.333179	0.140649	0.436761	0.597562	0.791205	0.716201	0.325973	0.347219	1.10206	1.19026	1.29766
Atp2b3	chrX:73503085-73571005	0.001	0.001	0.02956	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp2b4	chr1:133702673-133753747	18.9768	12.5683	16.5942	33.7237	13.3575	20.273	12.2894	38.0994	17.4004	18.9575	23.3081	31.1799	32.9237	33.5011
Atp2c1	chr9:105411361-105521257	16.435	17.7446	16.2797	13.5662	9.01793	14.4059	8.21712	15.9297	17.0117	18.7658	18.1269	21.6019	11.6442	21.3409
Atp2c2	chr8:119700008-119757718	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp4a	chr7:30712231-30725534	0.001	0.001	0.001	0.001	0.001	0.001	0.0402952	0.001	0.001	0.001	0.001	0.001	0.001	0.010082
Atp4b	chr8:13386208-13396778	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp5a1	chr18:77773767-77782868	181.466	280.397	292.753	151.369	238.064	133.366	276.735	194.859	291.874	248.443	205.877	191.745	174.322	149.942
Atp5b	chr10:128083306-128090388	366.311	500.974	549.143	298.818	428.818	222.932	431.92	313.391	479.352	563.168	406.162	375.197	345.202	287.263
Atp5c1	chr2:10056030-10080510	199.595	198.216	180.162	90.1016	223.242	124.939	211.494	148.109	257.579	204.115	284.78	164.363	135.707	119.471
Atp5d	chr10:80142314-80145818	155.12	132.819	166.684	114.352	278.533	163.755	322.3	171.137	131.121	144.076	50.6672	107.071	155.923	66.7156
Atp5e	chr2:174461074-174464101	639.676	545.666	580.109	209.124	705.282	323.878	589.319	264.427	644.672	487.505	429.445	353.55	273.274	216.22
Atp5f1	chr3:105942862-105960248	117.685	141.884	128.389	50.167	122.346	71.6999	78.3582	62.5869	117.296	110.205	187.948	86.241	47.9749	62.0697
Atp5g1	chr11:96072792-96075694	75.4225	132.577	182.093	63.4409	130.498	58.6722	104.573	58.5557	114.989	124.325	21.6363	74.8192	66.7988	51.7462
Atp5g2	chr15:102662867-102671047	188.932	393.189	520.243	160.453	463.841	282.789	517.554	264.078	463.648	343.423	95.4539	225.898	224.64	180.424
Atp5g3	chr2:73908449-73911294	214.008	285.433	299.211	144.218	275.599	231.603	273.534	162.513	314.212	251.714	149.942	194.964	204.538	146.156
Atp5h	chr11:115415696-115419919	625.887	407.56	420.604	235.277	977.564	323.983	531.069	326.229	506.612	570.927	1252.51	392.551	322.983	265.91
Atp5j	chr16:84827870-84835574	297.135	255.085	240.625	134.256	213.971	183.695	160.906	176.13	299.656	323.783	363.131	243.082	186.817	199.574
Atp5j2	chr5:145183705-145191592	526.631	407.721	391.567	191.486	473.05	279.898	396.565	231.868	412.287	492.228	302.127	329.043	282.87	224.398
Atp5k	chr5:108433252-108434378	729.409	495.94	668.818	123.915	512.753	237.446	257.119	149.723	437.822	501.922	312.343	307.708	183.91	208.685
Atp5l	chr9:44913247-44920742	618.026	526.899	549.933	238.171	595.639	502.7	513.357	331.454	607.04	501.437	389.035	363.4	341.888	269.39
Atp5o	chr16:91925222-91931630	258.906	271.597	281.249	105.219	293.678	140.142	271.015	133.806	262.126	281.523	190.032	180.052	143.332	121.802
Atp5s	chr12:69724961-69744658	0.933738	2.84861	1.83393	1.09833	1.3201	1.59353	0.452802	1.47156	3.78096	1.0563	5.09699	2.11604	1.96538	2.40046
Atp5sl	chr7:25619492-25625550	5.89203	6.3975	7.3407	6.11937	9.72171	12.5603	13.6957	11.6468	7.61801	7.16189	5.49093	7.90173	8.36431	7.58182
Atp6ap1	chrX:74297096-74304721	73.7158	101.303	99.1093	62.9185	113.385	56.4569	101.559	74.4614	88.9964	104.316	82.6525	82.723	75.6391	73.3112
Atp6ap1l	chr13:90883448-90905355	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp6ap2	chrX:12587758-12617051	23.3591	46.0624	31.2054	18.2661	15.5836	24.2001	8.50652	14.5494	23.9448	19.3455	14.1671	22.8388	12.0608	27.8392
Atp6v0a1	chr11:101009451-101063717	8.70558	13.8478	16.1935	16.8757	21.6664	15.4229	20.1973	13.9587	10.1409	11.3407	13.6581	13.9447	18.239	14.7802
Atp6v0a2	chr5:124712207-124722146	13.9264	19.9272	24.3504	17.4802	13.6227	11.8479	19.0925	22.88	22.0131	23.2672	14.0331	22.5173	21.6424	23.64
Atp6v0a4	chr6:38048482-38124586	0.725647	0.001	0.001	0.001	0.168927	0.001	0.001	0.255068	0.12357	1.32072	2.51703	1.20278	0.0470571	1.6225
Atp6v0b	chr4:117884329-117887329	120.863	93.7929	88.0252	45.9569	148.148	102.878	115.092	57.635	59.3415	67.4345	44.5302	61.2467	73.6794	57.1338
Atp6v0c	chr17:24163865-24169429	136.216	130.055	111.502	157.235	329.481	175.408	285.138	172.31	29.9469	13.6289	50.8966	16.4001	165.001	2.23013
Atp6v0c-ps2	chr17:24163864-24169395	2.07589	139.505	153.908	3.1599	140.218	21.1007	98.6698	0.00155674	135.337	129.533	21.5109	110.718	24.6905	98.7313
Atp6v0d1	chr8:105524469-105566040	46.4243	70.7511	68.8984	41.8053	100.742	38.0067	87.5298	48.4758	67.2029	71.3081	49.6609	54.6249	51.5673	41.9787
Atp6v0d2	chr4:19876837-19922566	0.0373444	7.08764	2.89152	0.962378	18.9898	3.30894	5.0685	0.55989	7.08337	1.72241	0.270734	2.20587	0.0905968	0.0141431
Atp6v0e	chr17:26676395-26699646	139.219	133.325	122.62	59.0599	225.323	100.245	132.502	102.295	139.433	123.439	129.727	99.1299	102.629	86.3841
Atp6v0e2	chr6:48537568-48541800	1.36601	1.7817	2.3678	1.44617	2.43448	1.2194	5.24445	3.51933	2.64934	2.25011	1.95598	2.34398	1.75495	1.36575
Atp6v1a	chr16:44085403-44139019	17.2486	41.5076	33.687	21.2573	25.517	15.0662	18.2511	17.0376	33.6674	25.1321	20.1784	24.6857	11.7864	27.8796
Atp6v1b1	chr6:83743016-83758810	0.0497264	0.001	0.001	0.001	0.001	0.001	0.001	0.064706	0.001	0.001	0.001	0.001	0.001	0.001
Atp6v1b2	chr8:69088735-69113717	20.9597	59.0328	44.4223	20.7702	51.5743	24.0946	40.7441	21.7085	31.5587	30.5345	17.7505	27.4608	24.6399	25.5373
Atp6v1c1	chr15:38661903-38692444	18.7872	35.6058	31.2026	15.1139	33.7292	17.1064	18.8184	14.5011	23.6894	19.7214	25.5795	19.1243	12.5711	16.1404
Atp6v1c2	chr12:17284720-17324730	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0235362
Atp6v1d	chr12:78842981-78861638	35.3267	46.324	42.8727	22.3914	58.3293	42.1477	35.0611	29.0629	36.0627	39.7326	67.8208	35.114	27.8216	32.7065
Atp6v1e1	chr6:120795243-120822685	83.3853	99.8103	86.0241	49.271	120.911	54.18	85.3703	66.582	90.3495	94.6775	97.5508	77.0627	65.6534	59.4966
Atp6v1e2	chr17:86944108-86947887	0.105965	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.103128	0.436076	0.001	0.001	0.001
Atp6v1f	chr6:29467782-29470509	174.621	130.195	124.656	60.6763	172.121	96.9934	132.724	75.343	129.393	126.472	61.7564	99.7082	90.4236	88.6547
Atp6v1g1	chr4:63544764-63550701	180.762	128.923	107.384	53.4113	136.238	94.7311	102.794	79.033	105.375	91.4365	86.9715	86.131	91.5954	75.2694
Atp6v1g2	chr17:35236595-35238768	1.05895	0.824565	1.14959	1.57449	2.8982	4.10195	2.34673	1.54631	2.45371	1.1795	2.25568	2.36294	2.71787	1.48906
Atp6v1g3	chr1:138273737-138289462	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp6v1h	chr1:5083172-5162549	27.8567	51.4906	45.1987	17.4388	27.3256	23.6269	20.6052	18.2538	37.3842	35.9511	27.7687	30.2733	20.8498	29.5589
Atp7a	chrX:106027275-106128160	2.9973	6.0427	6.09709	5.32006	2.69312	3.75481	2.83774	4.40598	5.05953	3.13932	3.29322	4.76067	1.71474	6.17241
Atp7b	chr8:21994347-22060074	0.0573205	0.001	0.0280786	0.001	0.001	0.001	0.001	0.001	0.001	0.0193128	0.001	0.001	0.001	0.0291287
Atp8a1	chr5:67618140-67847431	6.46032	5.28196	5.9745	6.17227	4.79987	6.3402	4.0615	7.68098	5.53884	5.34384	6.7189	8.95427	4.77112	11.3365
Atp8a2	chr14:59647740-60086834	0.222439	0.0443693	0.0362549	0.0608165	0.0898242	0.0372089	0.206598	0.193704	0.164349	0.199359	0.486939	0.434232	0.192232	0.404261
Atp8b1	chr18:64528978-64661000	9.89606	32.9012	28.4032	30.1829	11.1968	19.3299	15.9742	23.3012	14.3072	9.77423	10.1577	12.1935	7.73237	18.1174
Atp8b2	chr3:89939480-89963332	14.5474	19.8788	20.2392	21.7085	11.6061	19.958	16.7251	26.1588	20.9354	21.3278	12.1184	26.5606	27.7072	27.9424
Atp8b3	chr10:80519584-80539124	0.001	0.036771	0.001	0.0252004	0.001	0.0616699	0.0778155	0.001	0.0454375	0.001	0.001	0.0138602	0.001	0.0311841
Atp8b4	chr2:126320972-126491553	0.0323591	2.38599	1.18997	0.837526	1.23733	0.585569	0.578738	0.232781	0.25189	0.212879	0.0167911	0.39539	0.0315004	0.0679008
Atp8b5	chr4:43267158-43373831	0.0403276	0.001	0.0592435	0.0496626	0.0733606	0.0151917	0.001	0.131784	0.001	0.001	0.0418356	0.0682927	0.0686597	0.0998684
Atp9a	chr2:168634437-168741800	26.6204	19.4081	22.0399	17.7881	25.175	17.6002	32.7454	26.4885	23.9582	29.7206	17.3542	27.9706	25.1095	22.2997
Atp9b	chr18:80734140-80934058	6.63117	10.7551	10.0306	9.21472	10.0208	9.70217	9.56029	10.5136	8.11278	7.58498	11.4443	11.2834	12.0579	11.4214
Atpaf1	chr4:115784813-115812314	7.02317	6.06681	5.24296	3.9106	5.91922	2.51414	5.62824	6.78504	8.44711	4.56707	9.48642	6.41078	5.57893	5.10031
Atpaf2	chr11:60400623-60417099	5.05958	7.09675	8.70914	4.99058	8.91861	6.32098	7.73156	7.68998	7.81305	9.00231	6.51429	7.3261	6.92407	6.53739
Atpbd4	chr2:114516417-114654928	3.37254	4.87072	6.13941	3.27487	3.70197	1.88748	2.68901	3.8377	2.96355	5.42431	5.59724	4.76587	3.24071	4.95765
Atpif1	chr4:132530554-132533659	148.893	151.052	142.483	108.622	450.485	206.65	226.99	129.021	191.495	165.934	462.198	125.532	164.977	87.2299
Atr	chr9:95857596-95951644	1.6764	3.59021	2.87371	1.48705	0.605914	1.563	0.484096	2.12267	1.95354	1.27825	1.43347	1.98398	0.448327	2.92314
Atraid	chr5:31048639-31054623	93.3048	68.9216	61.519	36.8936	105.802	75.4033	100.849	90.4538	102.959	93.0732	83.2691	75.6577	71.593	66.6583
Atrip	chr9:109059746-109074124	3.88012	4.67586	4.98156	3.20472	2.56295	4.33042	4.48262	4.63381	6.24103	4.03779	3.756	4.18898	4.29376	3.90178
Atrn	chr2:130906495-131030326	4.71994	5.96944	6.47987	7.57687	3.92547	4.53201	4.32752	7.11198	5.43037	6.57469	4.91172	7.96382	5.80029	10.5685
Atrnl1	chr19:57611033-58133340	3.86448	6.92947	8.81262	9.93096	5.74439	5.38214	5.50428	9.68882	7.61116	6.9007	8.76656	7.89949	4.44112	7.50772
Atrx	chrX:105797614-105929372	9.12475	13.0777	9.86973	14.9228	3.38008	13.3782	3.58819	11.4479	10.4076	6.62261	11.761	11.1151	2.35716	20.1246
Atxn1	chr13:45549755-45964991	3.29978	2.45551	3.21149	7.2359	1.74953	6.68486	3.23695	5.64572	2.46632	1.94163	2.27899	3.79228	3.95645	4.12982
Atxn10	chr15:85336380-85463836	10.9373	25.0428	29.9117	15.4807	43.4228	17.0887	31.26	20.6537	37.6563	23.8177	56.6696	22.4239	19.048	15.464
Atxn1l	chr8:109726450-109737739	6.86501	6.69803	7.92702	9.97939	4.65035	7.79319	5.77581	8.78473	6.42752	7.6304	6.23505	9.62266	7.6737	10.4206
Atxn2	chr5:121711608-121814950	5.54763	5.00241	4.20824	7.51497	3.53518	7.70575	5.70729	9.86207	4.07638	3.9743	7.5967	6.23118	8.43926	8.45432
Atxn2l	chr7:126491707-126503302	23.9457	21.0112	28.6809	45.4515	18.0277	37.1943	29.5103	35.2775	18.4266	20.9612	19.5497	31.7869	56.6798	34.8678
Atxn3	chr12:101918900-101958243	8.98277	6.7001	6.68594	5.93355	4.2677	8.77611	3.67241	7.14257	6.57602	5.23939	5.99167	8.79684	3.84437	9.55027
Atxn7	chr14:14012490-14107301	4.09744	4.94699	4.79239	8.00384	1.61457	8.05133	2.89306	5.21762	4.67778	2.97014	3.83634	6.33953	4.22426	10.1379
Atxn7l1	chr12:33147685-33251157	7.09838	6.48104	8.65662	7.07992	14.8505	10.7901	12.101	17.1248	9.0736	8.7504	11.9751	10.5642	11.2915	9.03639
Atxn7l1	chr12:33302514-33368277	0.581425	1.49679	1.54006	4.12577	4.43414	3.38424	5.07071	4.88041	2.08466	1.85904	2.3336	3.46548	4.37328	3.12515
Atxn7l2	chr3:108202254-108210934	2.08217	2.74508	2.42085	2.87849	2.40779	3.10806	2.7661	2.25778	2.91166	1.23171	0.729855	1.95951	3.45022	2.2201
Atxn7l3	chr11:102289299-102296629	16.2916	13.8177	17.2742	12.2423	7.68621	13.6462	15.2751	14.7869	14.0176	16.4628	7.6803	17.6532	18.1993	18.9558
Atxn7l3b	chr10:112925427-112929026	28.9878	18.4659	20.3276	12.0789	16.6352	14.6087	17.7516	25.0697	24.8189	21.7613	20.9923	26.4969	19.6324	25.026
Auh	chr13:52835109-52929677	14.4322	10.0969	8.0956	5.82837	11.0573	12.933	6.87213	8.57863	11.0523	8.33489	11.4976	8.12124	11.636	8.66687
Aup1	chr6:83054652-83057682	48.7758	48.4174	54.4313	36.7379	96.9323	51.5402	73.9496	55.6363	45.785	43.387	30.9294	38.3378	56.6278	32.5922
Aurka	chr2:172356195-172370506	1.05765	4.67649	5.56853	3.35943	5.48853	5.50756	4.00056	2.3263	5.96779	6.5775	7.13697	3.89469	4.60955	1.87985
Aurkaip1	chr4:155831268-155833098	58.1004	40.7235	54.5146	24.6197	57.1525	55.6843	66.9528	38.1761	51.3833	53.2749	31.2811	41.1256	42.5496	32.2435
Aurkb	chr11:69045642-69051662	0.635469	1.3097	3.48625	2.99226	3.47408	2.41715	2.84816	1.08147	5.1516	7.26586	5.00634	3.35907	3.73303	1.12478
Aurkc	chr7:6995384-7003091	0.0897723	0.477015	0.128968	0.108999	0.001	0.001	0.001	0.001	0.001	0.17596	0.370029	0.0586328	0.001	0.10018
Auts2	chr5:131437681-132542343	3.8121	2.30358	2.77255	5.92461	1.39408	4.56247	2.7339	5.49737	2.84958	2.19122	3.49843	4.08962	6.90042	5.02272
Aven	chr2:112492963-112631253	11.0632	17.9453	16.1681	6.83431	13.2457	12.7831	13.6659	10.3324	9.95472	20.6786	17.5416	14.5157	9.59965	10.1986
Avil	chr10:127000708-127020994	0.121533	0.272397	0.0889742	0.298704	0.0918959	0.502602	0.0230656	0.0793057	0.470367	0.001	0.001	0.122816	0.177085	0.184553
Avl9	chr6:56714904-56761911	2.6974	3.58667	3.11068	4.03931	1.3074	1.90466	1.68968	3.58177	2.78113	2.46423	2.57944	3.49614	1.77935	4.62806
Avp	chr2:130580676-130582541	0.272241	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Avpi1	chr19:42123274-42128993	30.9843	23.6436	18.5079	17.3387	23.4223	26.1159	36.0308	18.3464	31.8074	18.4683	12.9947	17.97	28.9014	17.6168
Avpr1a	chr10:122448498-122453453	1.04448	2.24532	2.74885	4.55252	0.231425	0.810838	0.0528204	1.52114	3.76636	2.656	2.27219	2.01246	3.0249	1.41209
Avpr1b	chr1:131599113-131612000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Avpr2	chrX:73892101-73894428	0.001	0.001	0.125553	0.0344814	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0374903	0.001	0.001
Awat1	chrX:100572246-100578206	0.001	0.001	0.310697	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Awat2	chrX:100402221-100412562	0.184687	0.219347	0.267721	0.001	0.0739372	0.414096	0.0464808	0.159926	0.001	0.0610741	0.0636086	0.0816005	0.267861	0.0924842
Axin1	chr17:26138685-26195811	8.31242	9.70266	10.8835	8.32243	7.14427	9.23838	7.5668	9.46528	11.8692	10.37	4.75152	10.907	10.2338	11.79
Axin2	chr11:108920348-108950781	0.637031	0.152591	0.436571	0.58824	0.115854	0.495842	0.742725	0.929683	0.706979	0.300203	0.242287	0.589397	1.07408	0.857227
Axl	chr7:25756499-25788733	6.3138	6.41021	15.9072	4.57989	13.9521	6.70468	11.5637	9.88148	14.4262	13.3269	21.3401	13.2847	6.81161	9.44108
Aym1	chr5:113357293-113357821	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Azgp1	chr5:137981520-137990232	0.001	0.001	0.001	0.001	0.0919578	0.05726	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Azi1	chr11:120064429-120086827	2.34563	1.51018	1.64518	1.70931	3.47414	2.68647	2.8477	2.79717	1.3559	1.77316	4.0711	1.82548	3.63099	1.46405
Azi2	chr9:118040498-118063907	15.869	22.1946	18.0027	11.2417	7.39613	13.5489	6.79657	13.6978	19.409	15.5966	15.5867	16.9384	6.35585	20.1575
Azin1	chr15:38487429-38519266	36.1763	51.0753	41.5826	32.5482	13.2981	28.6445	13.8222	19.3967	52.1715	34.2309	25.5715	48.4991	32.5395	48.922
B020004C17Rik	chr14:57015133-57018982	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B020004J07Rik	chr4:101834968-101844022	0.193558	0.0864416	0.129143	0.1654	0.145739	0.277976	0.109858	0.173192	0.346161	0.257509	0.166872	0.159013	0.084383	0.206904
B020014A21Rik	chr10:3125090-3133193	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B020018J22Rik	chr12:112428283-112435338	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B020031M17Rik	chr13:119949356-119950806	0.001	0.001	0.001	0.001	0.0696463	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B130006D01Rik	chr11:95723585-95726773	0.0576249	0.001	0.001	0.0354191	0.001	0.108356	0.001	0.001	0.001	0.057996	0.0597295	0.001	0.0419924	0.0328327
B130024G19Rik	chr7:70365382-70411146	0.213006	0.475156	0.232196	0.455954	0.0640802	0.876993	0.322116	0.277023	0.466873	0.159064	0.991184	0.496244	0.438196	0.641824
B130034C11Rik	chr16:87496072-87504038	0.001	0.126288	0.10265	0.001	0.0425585	0.105976	0.267694	0.0460623	0.154607	0.14035	0.733215	0.140526	0.13716	0.159537
B230118H07Rik	chr2:101560780-101628986	3.82235	7.65543	6.5464	2.19047	7.01865	4.11474	3.87193	3.46435	7.77606	6.15393	11.14	4.47997	2.07503	3.45663
B230119M05Rik	chrX:134684561-134686462	0.001	0.001	0.001	0.0661848	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B230120H23Rik	chr2:72285636-72442610	8.59174	8.76355	8.35012	14.2288	4.23181	8.64984	5.34475	13.1562	8.12853	8.01749	7.59256	6.79163	8.38452	8.22003
B230206H07Rik	chr7:141359177-141365110	0.629356	0.451292	0.414531	0.115987	0.361578	0.449466	0.42992	0.615924	0.417386	0.411233	0.358695	0.826328	1.02386	0.632918
B230208H11Rik	chr10:12916645-12923127	0.001	0.169911	0.001	0.001	0.001	0.001	0.001	0.186185	0.001	0.001	0.494637	0.250161	0.0462017	0.142625
B230209E15Rik	chr7:61529409-61615327	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B230209K01Rik	chr1:121087404-121120975	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0233326
B230214G05Rik	chr15:88314873-88372651	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B230216G23Rik	chr6:142413430-142419740	0.0641689	0.114255	0.278824	0.156632	0.231062	0.575215	0.001	0.00208289	0.001	0.001	0.001	0.21235	0.186063	0.240784
B230216N24Rik	chr1:98031122-98047793	0.437074	0.1549	0.125676	0.318557	0.104356	1.56018	0.001	0.169645	0.001	0.001	1.17124	0.228651	0.126297	0.292874
B230217C12Rik	chr11:97840779-97843043	1.29679	1.99193	2.36228	1.47052	1.29038	1.09317	1.81974	1.67802	2.24475	2.206	1.96046	1.52716	1.95715	1.28775
B230217O12Rik	chr19:57323196-57360899	0.293792	0.61222	0.285069	0.119892	0.383381	0.366852	0.815131	1.27446	0.752528	0.488453	1.72226	0.783993	0.806368	0.646447
B230219D22Rik	chr13:55693123-55703500	26.8806	23.033	19.9417	15.8091	6.53401	12.3852	8.62909	23.0182	25.7154	17.4528	19.7636	21.4108	8.26935	33.4215
B230312C02Rik	chr2:180370857-180385885	0.001	0.001	0.001	0.0458862	0.001	0.168531	0.001	0.001	0.327546	0.001	0.001	0.049591	0.001	0.0281715
B230319C09Rik	chr6:83441754-83448322	0.115241	0.001	0.0836315	0.211253	0.001	0.258584	0.001	0.187219	0.126079	0.0572618	0.35735	0.001	0.139364	0.001
B230323A14Rik	chr9:69761145-69830199	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
