tracking_id	locus	FAP 0D NTX	FAP 1D NTX	FAP 2D NTX	FAP 3D NTX	FAP 3D NTX	FAP 4D NTX	FAP 5D NTX	FAP 6D NTX	FAP 10D NTX
4930517E11Rik	chr2:124123635-124129956	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930518P08Rik	chr13:50753392-50765248	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930519D14Rik	chr13:30615042-30624258	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930519F09Rik	chr10:28921962-28923507	1.24123	0.001	0.328565	0.617893	0.256114	0.43114	0.364909	0.860976	1.40769
4930519F16Rik	chrX:103232280-103256606	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930519F24Rik	chr9:100022299-100034670	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930519G04Rik	chr5:114853713-114883879	0.0141111	0.0349991	0.0735343	0.0112828	0.001	0.001	0.0745298	0.0715819	0.0664371
4930519H02Rik	chr5:15863927-15883766	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930520O04Rik	chr9:114368323-114377238	0.001	0.0712791	0.127394	0.001	0.001	0.001	0.220255	0.213248	0.31898
4930520P13Rik	chr13:70232821-70248122	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930521E06Rik	chr1:44739674-44744949	0.406767	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.464387
4930522H14Rik	chr4:109505331-109531297	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930522O17Rik	chr4:53246195-53251120	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930523C07Rik	chr1:160044379-160078586	14.5504	1.19972	3.9923	3.49088	4.16056	2.86897	4.20513	4.32383	5.86089
4930523O13Rik	chr15:46435865-46496179	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930524B15Rik	chr11:31965632-31979651	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930524C18Rik	chr14:114831964-114861327	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930524L23Rik	chrX:7573599-7581016	0.0460134	0.536742	0.0359146	0.0450859	0.155099	0.001	0.042619	0.123284	0.152091
4930524N10Rik	chrX:154339224-154343392	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930524O05Rik	chr19:10645693-10648053	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930524O08Rik	chr9:89826518-89864028	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930525D18Rik	chr9:114341110-114364627	0.001	0.001	0.001	0.001	0.001	0.13929	0.001	0.127626	0.127634
4930525G20Rik	chr13:67796593-67830985	0.001	0.001	0.001	0.0525623	0.001	0.001	0.0827791	0.0717741	0.0177212
4930525M21Rik	chrX:38013907-38018815	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930526D03Rik	chr2:181696794-181698442	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930526I15Rik	chr9:124423255-124424856	2.33398	5.99292	1.0463	1.46821	4.21244	0.475814	0.613163	0.546798	0.333223
4930526L06Rik	chr19:11196816-11299884	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930527F14Rik	chr14:45543709-45562876	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.17057	0.001
4930527G23Rik	chr18:29442199-29466107	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930528A17Rik	chr4:21846326-21848448	0.0773052	0.001	0.001	0.001	0.111937	0.110856	0.0238222	0.0514993	0.152908
4930528D03Rik	chr13:59733649-59737470	0.001	0.001	0.220348	0.001	0.001	0.001	0.001	0.0926402	0.0922026
4930528P14Rik	chr2:115329265-115344280	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930529C04Rik	chr3:91071661-91075192	0.0674843	0.001	0.001	0.001	0.0433246	0.0484715	0.0486188	0.0301406	0.07436
4930529F24Rik	chr14:38898301-38958794	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930529K09Rik	chr14:86245969-86262042	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930529L06Rik	chr16:84679788-84685147	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930529M08Rik	chr2:145934783-145964226	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930533B01Rik	chr2:113691052-113708550	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.114369	0.001
4930533P14Rik	chr1:96612056-96662573	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930538K18Rik	chr4:119205054-119218217	0.790038	0.147602	0.001	0.110506	0.218479	0.001	0.0347047	0.14945	0.001
4930539C22Rik	chr3:134404142-134423635	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930539E08Rik	chr17:28896394-28915324	0.102608	0.0442604	0.0800488	0.134071	0.0658211	0.028678	0.137377	0.0918295	0.090533
4930539J05Rik	chr3:135436220-135438665	1.79128	2.65782	0.355557	1.74746	3.1123	0.94428	0.001	0.001	0.429473
4930539M17Rik	chr3:9061963-9071076	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930539N22Rik	chr3:13597138-13652865	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930540M03Rik	chr9:15619856-15641220	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930542C21Rik	chr16:38017322-38054526	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930542D17Rik	chr16:50590502-50654166	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930542H20Rik	chr11:79670372-79675086	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930543E12Rik	chr7:113100235-113142015	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930544D05Rik	chr11:70615893-70616890	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930544G11Rik	chr6:65952570-65954014	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930544M13Rik	chr13:114607227-114697822	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.039794
4930545E07Rik	chr18:17568745-17580990	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930545H06Rik	chr10:68319064-68321142	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930545L23Rik	chr2:135169572-135215616	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0213716
4930546C10Rik	chr18:68889486-68951528	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930546K05Rik	chr9:42182237-42209231	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930547C10Rik	chr4:52596273-52612163	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930547E08Rik	chr2:103804451-103810622	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930547E14Rik	chr16:59636944-59672993	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930548G14Rik	chr15:46623304-46639858	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930548H24Rik	chr5:31485858-31488262	0.001	0.001	0.001	0.001	0.001	0.001	0.0367993	0.001	0.001
4930548J01Rik	chr17:4119445-4122102	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930548K13Rik	chr4:26635819-26705449	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930549C01Rik	chr4:136610436-136613213	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930549G23Rik	chr18:67776032-67799943	0.361396	0.163012	0.57175	1.05865	0.178223	1.02073	0.437934	0.458848	0.232693
4930550C14Rik	chr9:53405285-53432803	0.704265	0.001	0.551899	0.413608	0.273238	0.100644	0.259431	0.556849	0.23093
4930550L24Rik	chrX:58911460-58920304	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930552N02Rik	chr4:52814603-52828269	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930552P12Rik	chr19:55640588-55702204	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.043346	0.0642786
4930553E22Rik	chr16:84371142-84375505	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930554C24Rik	chr9:84774397-84784351	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930555B11Rik	chr2:57181830-57188257	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930555G01Rik	chr14:5050628-5059243	0.0157974	0.00512605	0.0124465	0.0235688	0.001	0.0269831	0.0293991	0.0199683	0.00131211
4930556C24Rik	chr16:85819210-85826772	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930556G01Rik	chr4:30664595-30855744	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930556J02Rik	chr14:61492687-61500382	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930556M19Rik	chr15:10714835-10790123	0.0823872	0.912944	1.1713	0.629235	0.755155	0.780453	0.739353	1.09749	0.65156
4930556N09Rik	chr10:97035767-97061059	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930557A04Rik	chrX:9849702-9850252	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.125018
4930557J02Rik	chr5:34118739-34135339	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930558C23Rik	chr3:95386457-95402841	0.001	0.001	0.001	0.258418	0.001	0.001	0.001	0.001	0.001
4930558G05Rik	chrX:129051523-129067146	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930558J18Rik	chr1:57359221-57377544	0.001	0.0347934	0.563954	0.001	0.0387013	0.229881	0.296394	0.587164	0.0264213
4930558K02Rik	chr1:161942088-161979636	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930562C15Rik	chr16:4835415-4867691	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.05542	0.0683409
4930562F07Rik	chr1:160074734-160077985	9.1253	0.563814	2.39767	2.72873	3.7235	1.26147	1.08316	1.17669	1.4832
4930563D23Rik	chr16:92318762-92321441	0.001	0.001	0.001	0.0589859	0.001	0.001	0.001	0.001	0.001
4930563E18Rik	chr18:10706859-10711832	0.001	0.001	0.001	0.001	0.001	0.001	0.0334916	0.001	0.001
4930563E22Rik	chr11:72215137-72218450	0.001	0.001	0.112641	0.14139	0.0231656	0.034543	0.103942	0.161036	0.079481
4930563F08Rik	chr5:131880268-131883768	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.958475
4930563M20Rik	chr8:116781711-116801412	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930564B18Rik	chr14:75642258-75667137	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930564C03Rik	chr17:44879703-44880885	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0486414
4930564D02Rik	chr3:105066843-105078806	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930564G21Rik	chr10:119746061-119761699	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930564K09Rik	chr3:82876704-82943638	0.001	0.001	0.001	0.001	0.001	0.0175604	0.001	0.001	0.0162085
4930565D16Rik	chr3:84349375-84379921	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930565N06Rik	chr16:36880518-36897189	0.605062	0.001	0.157563	0.46101	0.001	0.241149	0.228028	0.942173	1.33091
4930567H12Rik	chr8:125584637-125616670	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930567H17Rik	chrX:70393900-70394740	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930567J20Rik	chr16:71249903-71267176	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930567K20Rik	chr10:10751045-10758131	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930568D16Rik	chr2:35354217-35367729	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0466138
4930568E12Rik	chr9:13091266-13105855	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930568G15Rik	chr1:165066616-165091930	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930568K20Rik	chr5:124229724-124237137	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930570G19Rik	chr3:156546752-156561746	0.339135	0.001	0.001	0.281409	0.001	0.001	0.0876207	0.001	0.001
4930571K23Rik	chr7:125368860-125371013	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930572K03Rik	chr5:127170564-127184356	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930572O03Rik	chr5:15652287-15657059	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0592285
4930572O13Rik	chr14:25139794-25143241	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930573O16Rik	chr2:52291001-52315240	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930577N17Rik	chr3:51276760-51278407	1.02006	0.444027	0.319225	1.19866	1.7264	0.657363	1.25548	1.55627	0.872495
4930578C19Rik	chrX:18418426-18461274	0.0925437	0.001	0.144749	0.001	0.001	0.001	0.001	0.001	0.001
4930578E11Rik	chr18:29396715-29496416	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930578I06Rik	chr14:63971121-63987780	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930578M01Rik	chr15:98985964-98989281	0.001	0.001	0.319176	0.198672	0.001	0.001	0.001	0.001	0.001
4930578N18Rik	chr16:76122612-76156086	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930579F01Rik	chr3:138164134-138186713	0.105469	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930579G18Rik	chr14:54650510-54655100	0.001	0.0508528	0.182551	0.114155	0.169325	0.0834199	0.143376	0.54002	0.383095
4930579G24Rik	chr3:79629078-79632819	2.77108	4.15053	7.6035	2.81947	1.7545	6.8509	4.59725	5.02753	1.11192
4930579K19Rik	chr9:98562459-98563611	0.152927	0.603257	0.359708	0.149668	0.519626	0.001	0.140732	0.502774	0.0500941
4930581F22Rik	chr9:35116727-35130922	0.0676489	0.967279	0.581348	0.397617	0.554675	0.19412	0.312881	0.361138	0.468711
4930583K01Rik	chr7:118243906-118245551	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930583P06Rik	chr2:124217678-124222358	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930584F24Rik	chr5:26460069-26493314	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930590J08Rik	chr6:91904232-91950725	0.0937623	0.001	0.001	0.001	0.0225763	0.001	0.0144735	0.062795	0.0309896
4930590L20Rik	chr1:140570175-140656402	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.245367	0.124709
4930591A17Rik	chr2:179414935-179416880	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930592A05Rik	chr15:33593880-33653436	16.4985	0.631075	2.956	3.68462	3.14002	1.15084	1.64768	2.11292	4.27878
4930592I03Rik	chr18:82918404-82920560	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.119998	0.53946
4930593A02Rik	chr3:58692588-58788524	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930593C16Rik	chr9:120924454-120930802	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930594C11Rik	chr1:37485850-37488605	0.0584452	0.001	0.001	0.001	0.001	0.001	0.0180309	0.0390632	0.289469
4930595M18Rik	chrX:81419574-81458122	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930596D02Rik	chr14:35809485-35811978	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930596M17Rik	chr9:121587019-121614255	0.001	0.477522	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930597G03Rik	chr14:51317334-51345489	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930598F16Rik	chr1:95701183-95716518	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4930599N23Rik	chr6:39118472-39148312	0.632196	0.744762	0.331259	1.85498	1.3356	1.20006	0.515343	0.411607	0.343479
4931402G19Rik	chr2:120455697-120469367	0.0722931	0.001	0.001	0.212446	0.001	0.103697	0.001	0.0482023	0.001
4931403E22Rik	chr19:26768800-26823907	0.298746	0.001	0.001	0.583816	0.001	0.001	0.0908419	0.191639	0.290028
4931403G20Rik	chr12:69843685-69853671	0.001	0.001	0.0768387	0.001	0.001	0.001	0.0302317	0.001	0.775883
4931406B18Rik	chr7:43492043-43505938	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931406C07Rik	chr9:15283336-15306448	10.068	2.60831	10.8376	10.2241	5.57457	8.33293	10.2319	10.8108	8.42499
4931406H21Rik	chr14:25586803-25590661	0.123033	0.001	0.001	0.001	0.0197407	0.001	0.001	0.001	1.08491
4931406P16Rik	chr7:34236713-34285609	4.32295	1.80503	7.18267	8.28922	7.56584	8.74513	9.60265	13.3178	10.9697
4931408C20Rik	chr1:26681800-26687460	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931408D14Rik	chr19:37258425-37264095	0.209254	0.180966	0.449282	0.205022	0.0756106	0.0751167	0.129167	0.210017	0.155544
4931409K22Rik	chr5:24543433-24555469	0.001	0.001	0.001	0.001	0.001	0.0363001	0.001	0.001	0.0167035
4931414P19Rik	chr14:54583662-54605908	0.562887	2.68098	1.61206	1.34797	1.50769	0.987349	1.79401	1.67089	1.1767
4931417E11Rik	chr6:73468572-73469667	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931417G12Rik	chr6:113596761-113600715	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.167272	0.0415692
4931419H13Rik	chr3:55055241-55084002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931420L22Rik	chr16:71131075-71139029	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931423N10Rik	chr2:23207475-23267129	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931428F04Rik	chr8:105280408-105289528	0.506211	1.42244	1.22474	1.38954	1.29237	1.27279	1.7602	2.03472	1.85692
4931428L18Rik	chr1:31141077-31222656	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931429I11Rik	chr9:40894848-40964112	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931429L15Rik	chr9:46303360-46319986	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0266311
4931429P17Rik	chr13:47960329-48018608	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931430N09Rik	chr6:118880157-118885543	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.224362
4931431B13Rik	chr7:128192049-128203328	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931431C16Rik	chr5:35581226-35588763	0.001	0.0509807	0.001	0.115408	0.0567785	0.001	0.0181705	0.0393636	0.116683
4931431F19Rik	chr7:104127912-104129823	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4931440F15Rik	chr11:29822394-29825668	0.0974061	0.0526223	0.171082	0.02386	0.152469	0.0699491	0.0751714	0.0326073	0.0160945
4931440J10Rik	chr14:62760500-62830126	0.001	0.001	0.001	0.406025	0.001	0.443321	0.001	0.13521	0.001
4931440L10Rik	chr1:134540944-134547022	0.001	0.001	0.001	0.001	0.0612312	0.001	0.001	0.001	0.001
4931440P22Rik	chr3:65527484-65529414	0.0892747	0.27156	0.279233	0.437167	0.474409	0.0639685	0.0274908	0.001	0.0294008
4932411E22Rik	chr11:89390222-89418948	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932411N23Rik	chrX:126812461-126834004	0.261933	0.001	0.0340708	0.001	0.001	0.001	0.001	0.001	0.001
4932412D23Rik	chr16:42725701-42875587	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932412D23Rik	chr16:42796387-42875762	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932413F04Rik	chr9:103557089-103565891	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932414J04Rik	chr11:21494729-21511180	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932414N04Rik	chr2:68657883-68748465	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932415G12Rik	chr10:94673492-94688613	1.4498	0.279921	1.36939	1.19638	0.716079	1.34328	1.89739	2.14963	2.10742
4932415M13Rik	chr17:53716508-53733843	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932416H05Rik	chr2:129798368-129801459	1.03489	0.0671173	0.888744	1.06466	0.473618	0.408676	0.862388	1.17725	1.00861
4932416K20Rik	chr8:104795236-104798792	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932418E24Rik	chr2:26271646-26294557	0.001	0.001	0.0396384	0.001	0.0244581	0.001	0.001	0.0339815	0.001
4932429P05Rik	chrX:89752267-89755491	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932435O22Rik	chr11:114413404-114448860	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932438A13Rik	chr3:36863105-37053033	4.33052	0.219775	5.08868	3.73441	1.69521	4.79615	3.07986	4.77875	5.52264
4932438H23Rik	chr16:91053934-91069145	0.001	0.001	0.0520533	0.261115	0.001	0.001	0.111222	0.0889474	0.22048
4932441J04Rik	chr5:57570083-57717919	1.34055	0.001	0.422481	0.262062	0.262565	0.190261	0.490056	0.001	0.260949
4932443I19Rik	chr8:13705888-13743066	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4932702P03Rik	chr13:24905599-24911780	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933400A11Rik	chrX:169776377-169779635	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.371877
4933400B14Rik	chr17:89320226-89327333	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933400C23Rik	chr9:92718715-92795711	0.293956	0.001	0.001	0.0959551	0.142101	0.001	0.150786	0.0650421	0.0322457
4933400F21Rik	chr1:89676506-89683892	0.131839	0.001	0.0342984	0.001	0.001	0.001	0.001	0.001	0.523025
4933400L20Rik	chr8:103603798-103680382	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933401B06Rik	chrX:107542581-107543800	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933401D09Rik	chr17:15631787-15641102	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933401H06Rik	chr3:135833693-135840269	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933401P06Rik	chr5:36873594-36876879	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933402C06Rik	chr7:40674736-40691260	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933402D24Rik	chr1:63754908-63769267	0.0950376	0.001	0.001	0.001	0.091864	0.001	0.0585103	0.0631177	0.156417
4933402E13Rik	chrX:62283498-62292078	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933402J07Rik	chr8:87563906-87589197	0.001	0.001	0.001	0.001	0.001	0.001	0.0538519	0.115141	0.001
4933402J10Rik	chr5:59963118-59986002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933402J15Rik	chr14:74355526-74369741	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933402N03Rik	chr7:131138346-131146283	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933402N22Rik	chr5:11918042-11922804	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933402P03Rik	chr11:69816565-69818440	0.001	0.001	0.0815696	0.001	0.001	0.001	0.001	0.001	0.0342893
4933403G14Rik	chr8:125669817-125673365	0.760984	0.212698	0.209625	0.131586	0.129319	0.257221	0.539041	0.959697	0.429132
4933403O08Rik	chrX:112239048-112243852	0.001	0.001	0.001	0.001	0.001	0.001	0.0342991	0.001	0.001
4933404G15Rik	chr16:16707686-16718121	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933404K08Rik	chr13:23278349-23282267	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933404O12Rik	chr5:136919145-136937109	0.477662	1.04816	0.900764	0.429061	0.325696	0.800763	1.0696	0.960895	0.579216
4933405D12Rik	chr3:122882591-122924116	0.001	0.110845	0.001	0.365995	0.001	0.001	0.001	0.258284	0.101369
4933405E24Rik	chr11:54177771-54213288	0.164721	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933405L10Rik	chr8:105708302-105710168	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933405O20Rik	chr7:50599189-50600528	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0422321
4933406C10Rik	chr12:32919383-32953789	0.001	0.001	0.0805683	0.001	0.001	0.001	0.0950505	0.001	0.135495
4933406D12Rik	chr2:146542930-146546108	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933406F09Rik	chr14:7412472-7422685	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933406G16Rik	chr11:19065274-19075740	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933406I18Rik	chr7:114315478-114415161	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933406J08Rik	chr2:122186271-122206393	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933406J10Rik	chr7:82743345-82755644	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.12028	0.240332
4933406K04Rik	chr12:106685606-106716324	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4933406M09Rik	chr1:134385939-134390983	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0310135
4933407E24Rik	chr4:124569178-124575538	0.17709	0.001	0.001	0.001	0.001	0.001	0.001	0.0588719	0.0874868
4933407G14Rik	chr10:75449509-75463104	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
