tracking_id	Inflammatory 1D NTX (a)	Inflammatory 1D NTX (b)	Inflammatory 2D NTX (a)	Inflammatory 2D NTX (b)	Inflammatory 2D NTX ©	Inflammatory 3D NTX (a)	Inflammatory 3D NTX (b)	Inflammatory 3D NTX ©	Inflammatory 4D NTX	Inflammatory 5D NTX	Inflammatory 6D NTX	Inflammatory 7D NTX (a)	Inflammatory 7D NTX (b)	Inflammatory 10D NTXs
2410015M20Rik	43.3023	44.6969	56.4919	64.104	61.1245	68.49	51.8072	43.8243	52.8103	69.8562	200.19	100.642	58.762	38.84
2410016O06Rik	3.022	4.46954	2.85352	3.54048	2.50766	2.90667	2.90739	2.75993	4.18269	1.95119	0.001	4.68864	5.11537	3.31344
2410017I17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0718994	0.001	0.001	0.001	0.001
2410018L13Rik	0.138677	0.19178	0.200316	0.27985	0.102615	0.118063	0.404855	0.0532255	0.328004	0.480572	0.001	0.421425	1.42978	0.108804
2410018M08Rik	6.86204	9.47027	12.3166	20.4487	14.0647	5.92259	9.31265	5.68259	7.24682	9.45905	0.001	12.571	5.54073	8.03999
2410021H03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410057H14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410066E13Rik	0.001	0.001	0.223339	0.213612	0.247244	0.406528	0.402133	0.544329	0.466411	1.12726	0.001	1.52582	1.70477	0.844228
2410076I21Rik	0.359559	0.001	0.158937	0.001	0.001	0.087707	0.268813	0.0696264	0.0780024	0.001	0.001	0.001	0.488805	0.0491004
2410088K16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410089E03Rik	1.02893	0.717132	1.03299	1.03315	0.745235	0.377194	1.04551	1.58176	0.854265	1.14424	0.001	0.433456	0.666057	1.02975
2410114N07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410124H12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410127L17Rik	11.7904	3.48884	8.29943	8.28473	11.0481	2.37581	4.18017	7.93574	3.58561	8.17362	116.905	4.48412	3.31829	6.01237
2410131K14Rik	3.40525	5.91399	5.11012	3.96668	2.86779	3.6074	3.93678	2.93233	3.32999	4.05348	0.001	3.4553	2.98687	3.32111
2410137F16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.246551	0.001	0.001
2410137M14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410141K09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2500004C02Rik	0.521932	0.16463	0.199259	0.127088	0.146888	0.579739	0.440845	0.370731	0.223684	0.390763	0.001	0.756009	0.916873	0.447516
2510002D24Rik	1.45255	1.50173	1.39706	1.64276	1.97236	4.5372	2.56258	3.07247	5.32018	2.99435	0.001	3.67641	8.50582	5.58364
2510003D18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2510003E04Rik	5.32194	7.11508	8.79474	9.5188	7.93793	9.38564	8.47042	10.2407	10.8764	10.8995	0.001	13.9816	7.30555	8.87786
2510009E07Rik	7.08582	6.4979	5.2016	6.26832	12.5438	2.22037	7.84239	8.74275	4.04457	7.9086	0.001	3.4667	1.16688	2.77129
2510039O18Rik	17.9817	50.8465	31.2384	35.9536	32.008	26.6071	32.097	24.8189	33.3651	25.212	0.001	28.4178	26.6839	21.6716
2510049J12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0232769	0.001	0.001	0.001	0.001	0.00742452
2600006L11Rik	0.001	0.001	0.001	0.001	0.001	0.421888	0.001	0.001	0.001	0.64091	0.001	0.001	0.001	0.001
2610001J05Rik	39.9147	19.4086	35.4747	39.7135	28.1342	18.058	19.9768	21.0395	21.3427	32.5449	0.001	37.5863	12.2517	18.7667
2610002J02Rik	8.07966	17.3116	16.3364	16.9467	15.9288	16.4651	14.6945	12.3565	18.5181	14.6817	0.001	22.9888	19.2439	13.7586
2610002M06Rik	4.00873	1.74359	3.15673	2.81008	3.19917	0.806455	1.64044	3.33353	2.01822	3.18446	0.001	1.48054	1.60207	1.74516
2610005L07Rik	5.74205	3.17834	3.64549	2.94511	2.58341	2.49381	3.80015	5.82485	3.48673	4.55609	0.001	2.7428	5.62936	5.59062
2610008E11Rik	0.477128	0.112026	0.255807	0.462863	0.343842	0.231496	0.643489	1.70676	0.868139	1.903	27.4566	0.258376	0.413798	0.824032
2610015P09Rik	0.260162	0.605616	0.630749	0.604115	0.730676	0.775548	0.615522	1.33032	0.792958	1.19531	0.001	0.67914	0.711403	1.07436
2610016A17Rik	0.001	0.001	0.001	0.001	0.001	0.410191	0.001	0.001	0.001	0.94449	0.001	0.001	0.001	0.001
2610017I09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2610018G03Rik	2.6716	1.73806	0.68912	1.37868	1.177	0.683196	1.35033	1.47819	3.0718	1.52629	0.001	1.99626	5.29297	4.85242
2610019E17Rik	8.68214	4.56085	1.62359	2.28903	2.51276	5.86985	1.57506	5.33542	1.37979	7.39152	0.001	11.4635	25.7638	7.99553
2610019F03Rik	0.168719	0.001	0.0501649	0.001	0.110682	0.0273115	0.001	0.0214636	0.336718	0.0420853	0.001	0.570576	0.927575	2.07092
2610020C07Rik	0.32453	0.515557	0.173576	0.332219	0.159748	0.0630603	0.167717	0.173575	0.194498	0.145745	0.001	0.658313	0.224257	0.123939
2610020H08Rik	0.987135	0.128134	0.649885	1.33989	0.889014	0.545071	0.324112	0.716615	0.579637	1.16612	0.001	1.42204	1.37248	1.25702
2610027K06Rik	0.179409	0.342946	0.106659	0.204173	0.441441	0.551869	0.330954	0.479496	0.588472	0.268536	0.001	0.242663	0.252412	0.17944
2610028E06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2610028H24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0928442	0.001	0.001	0.001	0.001	0.001	0.001
2610034B18Rik	1.08811	1.55338	1.54064	2.62116	2.70945	4.13525	3.44927	2.07826	4.00003	3.06606	0.001	7.27113	6.56015	1.64124
2610034M16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2610035D17Rik	0.0767752	0.001	0.0683805	0.001	0.151267	0.298499	0.198643	1.49797	2.36966	0.459871	0.001	1.55679	1.00332	1.59189
2610035F20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2610037D02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0318286	0.001	0.001	0.001	0.0999424	0.0864501
2610044O15Rik8	0.988406	0.349791	1.40628	1.09235	1.60857	1.34611	1.24512	2.84344	1.10448	3.03599	0.001	2.40333	1.71341	1.05191
2610100L16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2610203C20Rik	0.214243	0.001	0.001	0.001	0.18444	0.0260079	0.0394944	0.0408696	0.0457971	0.0400778	0.001	0.001	0.102692	0.014609
2610203C22Rik	0.717546	0.105966	0.95567	0.608719	0.472361	0.0582131	0.22205	0.505834	0.0515227	0.268931	0.001	2.17943	0.692498	1.01189
2610204G22Rik	0.001	0.284701	0.001	0.001	0.001	0.122756	0.001	0.196054	0.546669	0.188771	0.001	2.41742	0.558834	0.518809
2610206C17Rik	0.001	0.001	0.001	0.001	0.001	0.040469	0.0615852	0.001	0.001	0.0623427	0.001	0.001	0.0960578	0.0454281
2610301B20Rik	1.58803	0.788444	1.59242	2.5962	1.95438	2.05726	2.17416	4.87949	2.66301	3.3679	0.001	2.41591	2.15944	2.58117
2610301G19Rik	6.28239	8.7182	7.14528	6.3437	3.89548	5.76056	6.9359	5.85504	6.82612	6.8023	0.001	6.97117	10.2069	7.09209
2610305D13Rik	1.02487	0.261628	0.108275	1.15168	0.318432	0.497662	0.416655	0.231532	0.224854	2.02014	0.001	1.09459	0.722936	0.0294254
2610306M01Rik	0.001	1.45128	1.1849	1.13112	1.61652	2.31696	1.60523	1.77728	2.56929	1.11464	0.001	3.30645	0.978001	0.973628
2610307P16Rik	0.001	0.001	0.102401	0.001	0.0543918	0.0278757	0.001	0.0438232	0.0236374	0.042953	0.001	0.224335	0.106003	0.151982
2610316D01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2610318N02Rik	1.29044	2.54627	1.5627	1.79178	1.04243	1.42748	1.91634	1.21761	1.76847	0.615513	0.001	1.18782	2.94297	1.56893
2610507B11Rik	25.1186	34.3281	31.112	37.7035	25.6507	25.7573	40.5472	34.8383	26.1687	30.9152	45.8051	26.8152	22.3845	22.1832
2610507I01Rik	1.31059	1.99268	1.38242	1.61257	1.96018	3.21746	3.126	3.68544	3.59379	3.94377	0.001	6.34303	4.55534	4.39357
2610524H06Rik	7.77909	9.71155	10.1067	11.7396	16.7536	15.9794	12.4164	7.87099	10.6104	6.08668	0.001	11.0433	12.1969	6.2824
2610528A11Rik	0.654987	0.001	0.384969	0.366752	0.433535	0.746668	0.901575	0.679586	1.90321	1.80497	0.001	0.881348	1.70277	0.954444
2610528J11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0746126	0.001	0.001	0.001	0.001	0.001
2700029M09Rik	35.776	21.3132	33.5505	35.0596	37.2838	24.7701	26.4034	25.291	22.9207	27.3931	225.557	25.6828	19.5554	24.6217
2700038G22Rik	0.980156	1.34999	0.571604	0.184931	0.211562	0.423925	0.55656	0.334584	0.796664	0.408034	0.001	0.001	1.61694	1.34575
2700046A07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2700046G09Rik	0.001	0.309522	0.155803	0.521502	0.34513	0.340462	0.291527	0.167652	0.375706	0.393345	0.001	0.354862	0.134725	0.334371
2700049A03Rik	0.66973	0.351914	0.88792	0.724203	0.726013	0.604874	1.01931	1.79259	1.04154	1.43676	0.001	0.703716	0.662237	1.25293
2700050L05Rik	2.12424	0.923706	1.38522	1.79815	1.14156	0.787947	0.835871	1.18784	1.15009	1.73778	0.001	1.47206	1.02243	2.0784
2700054A10Rik	0.415649	0.0492622	0.028562	0.0273601	0.0157059	0.0698054	0.0470396	0.0790871	0.0136314	0.0478152	0.001	0.0649101	0.122336	0.0915478
2700060E02Rik	61.5685	69.3293	77.3134	88.948	92.8755	140.234	87.5189	95.9059	114.146	91.5242	84.5666	129.048	133.314	66.8879
2700062C07Rik	3.72321	6.6782	8.44513	6.04634	5.81824	11.3213	7.43465	5.28687	10.0437	6.70331	0.001	7.83317	8.70727	4.67606
2700069I18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0818289	0.0916673	0.001	0.001	0.001	0.001	0.001
2700070H01Rik	0.245173	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2700081L22Rik	0.001	0.001	0.001	0.001	0.001	0.136976	0.001	0.109645	0.368434	0.001	0.001	0.001	0.001	0.229419
2700081O15Rik	1.25953	0.330215	0.646785	0.71147	0.908309	0.233998	0.689618	0.529992	0.685294	0.921758	0.001	1.14301	0.532919	0.862278
2700086A05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.14944	0.001	0.001	0.001	0.001	0.299684	0.001
2700089E24Rik	7.41907	3.82089	5.1285	6.61562	12.4607	4.57807	6.7175	12.7025	7.55442	10.0325	47.8719	7.90066	3.88794	8.03076
2700089I24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2700094K13Rik	12.481	26.7334	29.3801	38.6395	41.3372	31.7235	53.9954	45.8772	50.2225	40.4457	0.001	63.7547	36.4775	26.5643
2700097O09Rik	3.79674	1.58448	3.33393	3.76823	2.51762	1.6849	1.3025	2.03357	1.42425	1.75143	0.001	3.51478	1.85952	3.14523
2700099C18Rik	0.46545	0.206162	0.310029	0.987467	0.804173	0.001	0.489554	1.41633	0.751693	0.552368	0.001	1.41388	0.434086	1.27037
2810001G20Rik	0.526171	0.390096	1.08574	1.62746	1.1292	0.855517	0.982964	0.611018	1.97753	1.84332	0.001	1.77251	5.85607	2.10757
2810002D19Rik	1.56945	1.17153	2.00631	2.1683	2.08003	1.38357	1.41728	2.4454	2.19201	1.76365	0.001	2.38515	2.87158	1.95401
2810004N23Rik	10.9327	9.7716	13.5844	13.8858	11.8348	10.638	10.1937	8.6387	8.26391	10.1008	0.001	7.31073	7.24264	8.28451
2810006K23Rik	2.68185	2.43329	3.5538	3.97744	3.89298	6.11177	4.94876	4.94444	7.27426	5.35276	0.001	6.71582	3.60971	2.87486
2810007J24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2810008D09Rik	0.889189	2.12823	0.779574	0.741018	3.10331	0.580912	0.448935	2.32826	1.69503	2.90195	0.001	5.37059	4.31084	6.07812
2810011L19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0037698
2810013P06Rik	2.35832	1.13288	0.741736	1.30118	1.94664	1.41542	1.204	2.35964	2.19843	3.94618	0.001	2.81364	4.07596	4.31425
2810021J22Rik	0.136742	0.204609	0.195564	0.0936806	0.147778	0.285237	0.165897	0.421278	0.256446	0.368093	0.001	0.388813	0.334697	0.369141
2810025M15Rik	4.14186	5.61857	7.01784	6.06544	10.7239	13.7493	12.0794	11.3977	9.63169	13.8321	0.001	44.2129	10.7143	4.89911
2810029C07Rik	0.144459	0.159453	0.193059	0.001	0.001	0.001	0.0266842	0.110472	0.001	0.216295	0.001	0.146483	0.443991	0.0985243
2810032G03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0454309	0.001	0.001	0.001	0.001	0.001	0.001
2810047C21Rik1	0.0873558	0.231668	0.233234	0.446104	0.0861068	0.169885	0.161628	0.435002	0.412431	0.130849	0.001	0.531217	0.0336123	0.246297
2810049E08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2810055G20Rik	0.0432871	0.0572166	0.0386477	0.001	0.0212826	0.0210113	0.0318833	0.362893	0.001	0.0971444	0.001	0.351482	0.0994899	0.118056
2810403A07Rik	12.7702	7.01421	10.2596	10.7205	7.46798	7.57174	6.5858	9.38746	9.68177	9.417	0.001	9.90545	11.1489	15.6231
2810403D21Rik	0.76854	0.001	0.136143	0.129945	0.001	0.0749152	0.001	0.296721	0.001	0.576611	0.001	0.001	0.178631	0.629528
2810404M03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2810405F15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2810407C02Rik	66.2548	21.0696	46.1392	44.6471	53.9007	10.6808	29.4497	70.4143	27.3946	46.7553	132.184	18.8509	13.9414	31.573
2810408A11Rik	0.001	0.001	0.001	0.001	0.0843883	0.249749	0.316775	0.001	0.183708	0.192365	0.001	0.867825	0.395266	0.303697
2810408I11Rik	2.35421	0.52591	2.90219	1.97392	2.92448	1.84145	1.59381	1.28502	1.131	1.23911	0.001	1.42472	0.459827	2.70202
2810408M09Rik	5.34913	4.83642	5.01236	4.07321	5.09493	4.02534	5.10361	4.63904	7.21452	4.50676	0.001	8.12877	3.88321	4.25729
2810410L24Rik	0.0837897	0.001	0.001	0.001	0.001	0.001	0.0929819	0.001	0.001	0.001	0.001	0.339727	0.0966855	0.0228614
2810417H13Rik	1.91935	1.56487	6.14689	9.35922	5.6094	3.70037	9.56866	10.857	7.9986	5.26667	0.001	7.61157	5.37749	6.85362
2810428I15Rik	16.7775	102.683	53.4512	58.5298	91.9693	84.796	79.5074	54.755	77.4116	45.1708	0.001	49.1379	56.6835	44.785
2810429I04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.603937	0.251802
2810433D01Rik	0.001	0.001	0.001	0.001	0.001	0.0537678	0.001	0.001	0.001	0.165612	0.001	0.223809	0.001	0.0603126
2810442I21Rik	0.869819	0.0574869	0.0776582	0.14873	0.085532	0.0211104	0.0320341	0.0497196	0.0371434	0.0650682	0.001	0.001	0.316541	0.0593059
2810442N19Rik	0.001	0.001	0.001	0.001	0.169543	0.001	0.001	0.0662398	0.296838	0.001	0.001	0.001	0.199328	0.001
2810454H06Rik	0.001	0.001	0.0867305	0.04152	0.0955863	0.0235897	0.0537143	0.111164	0.456748	0.001	0.001	0.001	0.409702	0.238544
2810459M11Rik	0.001	0.001	0.0364751	0.001	0.001	0.0198248	0.001	0.001	0.001	0.0305537	0.001	0.001	0.250405	0.0668379
2810468N07Rik	0.218195	0.386377	0.001	0.001	0.107666	0.106169	0.161868	0.167591	0.234722	0.0817551	0.001	0.001	1.0097	0.476388
2810471M01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2810474O19Rik	28.7635	6.76909	9.57684	5.63709	7.12703	1.45229	4.57748	9.68693	3.54712	5.98076	37.6186	1.77597	2.13037	4.66636
2900002K06Rik	0.956052	0.255463	0.168904	0.644153	0.001	1.2132	0.357832	0.001	0.001	0.430809	0.001	1.15884	1.11534	0.3656
2900005J15Rik	0.138354	0.335897	0.001	0.0589874	0.0681197	0.100831	0.001	0.264414	0.0296284	0.001	0.001	0.140307	0.292253	0.150972
2900008C10Rik	0.432378	0.717744	0.480287	0.001	0.160006	0.946701	0.481085	1.1207	2.69742	1.29602	0.001	1.7517	1.91726	1.18001
2900009J06Rik	0.001	0.001	0.001	0.001	0.001	0.212029	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.117835
2900011O08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0160967
2900026A02Rik	0.843189	0.892308	0.652056	0.956712	1.26468	1.81272	3.29099	1.64599	3.00952	2.28312	98.0852	4.72171	4.84361	1.5286
2900041M22Rik	0.001	0.388027	0.0973493	0.186077	0.108125	0.213241	0.284483	0.0841552	0.235729	0.0821024	0.001	1.55344	0.802769	0.179403
2900052N01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2900055J20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2900056M20Rik	0.511297	0.306183	0.62386	0.547068	0.916518	0.434144	0.846344	1.78777	1.51276	0.732907	0.001	0.389321	1.34267	1.49945
2900057B20Rik	0.001	0.001	0.001	0.001	0.001	0.0739428	0.001	0.001	0.001	0.001	0.001	0.001	0.117527	0.001
2900060B14Rik	2.38759	3.8847	1.56971	0.49733	1.04172	2.6324	0.33911	0.351744	1.31322	0.449569	0.001	3.60495	5.28032	2.77454
2900076A07Rik	0.561997	0.001	0.001	0.473501	0.371348	0.001	0.490594	0.290469	1.22028	1.40676	0.001	0.378492	0.145639	0.869842
2900079G21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0361942
2900092C05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2900092D14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2900093L17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2900097C17Rik	26.6604	14.6183	17.8488	24.136	24.0411	8.86839	20.6428	27.2127	17.2303	24.8172	164.147	16.9626	13.6502	26.0081
3000002C10Rik	1.85679	1.17964	2.84294	2.2323	0.681854	4.95156	0.56258	0.359489	0.322465	1.86283	0.001	0.783381	2.24662	0.65738
3010001F23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0719403	0.001
3010026O09Rik	1.58944	0.763567	2.34994	2.35658	1.37428	2.7092	2.65981	1.7853	3.429	2.18502	0.001	5.09373	3.27673	2.24174
3100003L05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
3110001D03Rik	54.4321	96.4226	70.1805	56.9252	68.3512	62.9499	53.3806	55.4234	61.8822	61.6469	0.001	75.2369	45.7664	45.2554
3110001I22Rik	3.57391	1.22442	3.25974	4.40977	1.58544	1.30328	1.52121	2.22513	1.99459	3.4129	0.001	3.98416	2.54454	4.43701
3110002H16Rik	25.7269	17.3644	19.6477	16.4447	16.5189	10.5482	10.7367	10.433	9.01443	10.4903	0.001	9.20926	13.9194	17.5721
3110007F17Rik	0.170984	0.001	0.529399	0.144298	0.761927	0.250166	0.255414	0.89303	1.03753	0.256686	0.001	0.001	0.928944	0.560327
3110009E18Rik	1.55648	5.10586	2.03358	2.89204	1.42579	4.01789	3.42392	3.5359	4.32671	2.64414	0.001	4.68665	4.32389	3.47473
3110009F21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
3110015C05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.217058	0.001	0.001	0.001	0.001	0.001
3110021A11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
3110021N24Rik	0.549164	0.346536	0.279462	0.133666	0.30917	0.495687	0.75407	0.540351	0.37001	0.58742	0.001	0.001	0.150796	0.321057
3110035E14Rik	0.001	0.001	0.152756	0.001	0.0630856	0.001	0.001	0.130382	0.273946	0.001	0.001	0.0868257	0.131067	0.384943
3110039I08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
3110039M20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
3110040N11Rik	8.02043	6.39393	12.0317	11.9444	12.1085	12.6517	9.3499	11.3505	11.2579	9.24422	0.001	12.0596	10.4397	7.48897
3110043O21Rik	36.6929	8.41159	17.4654	20.2597	22.4188	6.82614	8.88256	8.91485	8.42498	15.2064	0.001	7.18044	5.25623	13.2847
3110045C21Rik	0.001	0.001	0.001	0.001	0.001	0.0648385	0.148539	0.153826	0.344693	0.001	0.001	0.001	0.102932	0.0363435
3110047P20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.00567095	0.00586632	0.00657406	0.001	0.001	0.001	0.001	0.001
3110052M02Rik	0.338406	0.39273	0.439871	0.381874	0.241843	0.223887	0.226288	0.78039	0.209884	0.70168	0.001	0.437327	0.482558	0.427846
3110056K07Rik	1.3151	0.991334	2.16236	0.780008	1.03956	1.53704	0.5868	1.16472	1.87614	1.77497	0.001	2.39572	2.49064	3.35945
3110057O12Rik	0.777549	0.330643	0.272484	0.331972	0.464521	0.175309	0.986502	1.71676	0.593745	1.49617	0.001	0.563483	1.00116	0.807945
3110062M04Rik	3.79424	3.09426	7.59848	7.13175	4.9551	8.83425	10.0436	17.0818	14.5033	9.17457	0.001	16.1398	4.73836	5.54515
3110070M22Rik	0.670507	0.356844	0.118945	0.340786	0.397574	0.261246	0.498777	0.206614	0.115745	0.905035	0.001	0.001	0.570292	0.292861
3110079O15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
3110082I17Rik	7.07718	7.93752	8.33147	8.72744	10.9135	6.25451	10.7112	8.33584	6.16958	7.76651	0.001	7.47289	4.03219	5.60341
3110082J24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.161079	0.001	0.001	0.001	0.001
3110099E03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
3200001D21Rik	0.122033	0.001	0.108814	0.001	0.001	0.001	0.001	0.0465995	0.208868	0.001	0.001	0.001	0.001	0.0499317
3230401D17Rik	92.4787	27.4377	58.085	52.7087	54.9828	44.2059	37.7329	38.2103	42.258	42.5321	81.3313	39.5467	50.0563	65.5841
3300002I08Rik	0.26702	0.001	0.001	0.223178	0.465196	0.65346	0.403128	0.940539	0.585281	0.401889	0.001	1.6143	0.313944	0.364954
3300005D01Rik	0.846166	0.377394	0.741248	1.77343	1.04975	1.44369	1.2815	0.902415	0.0921272	1.40903	0.001	0.42706	0.247304	0.567585
3425401B19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0353114	0.0182654	0.0102344	0.0359197	0.001	0.001	0.00918358	0.0523984
3632451O06Rik	0.150112	0.0441142	0.0893054	0.128252	0.0492211	0.194351	0.0184411	0.133578	0.299368	0.748757	0.001	0.812408	0.786401	0.16377
3632454L22Rik	0.0374103	0.001	0.001	0.001	0.001	0.00908996	0.00138246	0.001	0.0051663	0.001	0.001	0.001	0.0885048	0.0309164
3830403N18Rik	2.03871	0.001	0.847301	1.74529	0.298758	0.110393	0.225092	1.66115	0.391807	1.52947	0.001	0.305477	0.175454	0.398578
3830406C13Rik	11.4849	5.37827	9.59767	8.92801	10.615	6.95516	6.63469	12.2786	6.91329	10.5434	0.001	5.00916	7.26152	5.30016
3830408C21Rik	0.001	0.131704	0.0664197	0.001	0.073444	0.108701	0.001	0.199624	0.001	0.001	0.001	0.001	0.001	0.101708
3830417A13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
3930402G23Rik	0.0481913	0.001	0.001	0.001	0.0711004	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
4430402I18Rik	0.001	0.0286999	0.0579746	0.001	0.16007	0.126375	0.0240081	0.124233	0.250576	0.194718	0.001	0.395781	0.299615	0.0354825
4632415K11Rik	0.482847	1.65589	1.53164	1.97026	1.60994	2.86563	3.10549	2.80424	4.05981	2.48895	0.001	2.8306	2.05727	1.0975
4632415L05Rik	0.480107	0.807062	0.467976	0.70043	0.35387	0.412956	0.879037	1.89368	1.04708	1.44436	0.001	1.72828	1.82253	1.16492
4632427E13Rik	0.001	0.916104	0.225021	0.21414	0.509243	0.250417	0.289424	0.800217	0.112044	0.001	0.001	0.51592	0.500924	0.629551
4632428C04Rik	0.001	0.0503744	0.001	0.0487572	0.0561991	0.110938	0.084254	0.348762	0.0488511	0.470105	0.001	0.463504	0.175255	0.264816
4632428N05Rik	44.3567	86.5054	85.1514	111.336	64.4101	199.609	187.029	163.593	163.213	202.509	0.001	192.467	98.7513	84.8553
4632434I11Rik	1.61379	0.001	0.843649	1.00997	0.46435	0.0764104	0.449173	0.524718	0.974396	0.588823	0.001	0.319641	0.195931	0.364965
4732415M23Rik	0.001	0.001	0.001	0.001	0.001	0.358581	0.139257	0.001	0.161867	0.001	0.001	0.001	0.001	0.001
