SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
4409		0.008	-0.175	-0.179	-0.179	-0.286
4410	APOE	-0.463	0.22	0.043	0.227	-0.462
4411	COL9A2	-0.165	0.136	0.093	0.147	0.214
4412	HSPC150	-0.082	0.224	-0.084	-0.368	-0.628
4413	CAPN9	-0.409	0.087	-0.094	0.069	-0.233
4414		-0.06	0.588	-0.173	0.355	-0.435
4415		-0.231	0.415	-0.03	-0.072	-0.022
4416		-0.121	0.333	-0.252	0.084	-0.147
4417		0.249	0.353	0.525	0.456	0.21
4418		-1.611	1.188	-1.066	0.432	0.295
4419	FLJ23834	0.241	0.063	0.118	-0.116	-0.01
4420		0.615	0.963	0.479	0.728	0.615
4421		-1.613	0.105	-0.16	-0.552	-0.045
4422		0.141	0.278	-0.017	-0.022	0.098
4423	GUCY1B2	-0.062	0.303	-0.101	-0.413	-0.2
4424		0.003	0.117	-0.106	0.045	0.134
4425		-0.136	-0.217	-0.029	-0.134	0.143
4426		-0.464	1.301	-0.05	-0.127	-0.167
4427		-0.495		-0.359	0.022	-0.154
4428	AMN	0.034		-0.132	-0.121	0.273
4429		-0.413		-0.158	-0.466	0.349
4430		-0.28		0.105	0.14	0.33
4431		-0.546		-0.089	0.166	0.424
4432		-0.153	-0.921	-0.055	0.062	0.165
4433		0.219		0.281	0.387	0.426
4434		0.341		0.096	0.037	-0.132
4435	IGHM	0.062		0	0.075	-0.3
4436		-0.454		-0.041	0.139	-0.198
4437		-0.44		-0.228	0.826	0.764
4438		-0.631		-0.298	0.028	-0.247
4439		-0.414	0.086	-0.201	-0.066	-0.291
4440		-0.062	0.067	0.023	-0.517	0.151
4441		-0.057	0.005	-0.124	0.002	-0.077
4442	CKLiK	-0.061	0.099	-0.095	0.007	0.093
4443		0.072	0.116	0.178	-0.043	0.138
4444		0.074	2.924	-0.461	0.976	2.14
4445		-0.55	0.573	-0.123	0.341	-0.114
4446		-0.541	0.201	-0.072	-0.022	-0.085
4447		0.232	0.321	0.107	0.247	0.29
4448		-0.644	0.29	-0.064	-0.33	-0.158
4449		-0.149	0.189	0.136	-0.163	0.45
4450		-0.32	0.229	0.092	-0.229	-0.061
4451	NFASC	0.358	0.137	0.177	0.113	-0.138
4452		0.057	0.463	0.139	0.209	0.341
4453		-0.331	-0.137	-0.164	-0.284	0.111
4454		-0.338	-0.169	-0.272	-0.232	0.068
4455		0.391	1.345	-0.61	2.007	1.787
4456	REQ	-0.006	0.123	0.14	-0.014	0.018
4457		-0.191	-0.01	0.447	0.433	0.388
4458		-0.396	0.224	1.176	2.27	-0.188
4459		-0.165	-0.115	-0.285	-0.256	-0.031
4460		-0.125	0.098	-0.071	0.023	-0.048
4461		-0.189	0.091	-0.472	-0.328	-0.148
4462		0.211	0.383	0.063	0.575	0.15
4463		-0.238	0.166	-0.091	0.026	0.029
4464	REG-IV	0.055	-0.273	0.079	0.139	0.711
4465		-0.039		-0.062	0.151	-0.249
4466		-0.4		-0.073	-0.092	-0.016
4467	PDE4DIP	0.18		-0.536	-0.249	-0.087
4468		-0.229		-0.092	0.161	-0.302
4469		-0.158		-0.038	0.089	0.197
4470		-0.141	0.246	-0.257	0.002	0.258
4471		-0.031	0.597	-0.173	-0.118	-0.167
4472		-0.847		-0.939	-0.669	0.182
4473		0.003		-0.1	0.07	0.085
4474	HNRPU	-0.161	0.276	0.151	-0.182	-0.011
4475	PEG10	0.285		-0.032	0.12	0.072
4476	GTAR	0.405	3.153	0.956	1.512	0.624
4477		-0.383	0.966	-0.096	-0.236	-0.15
4478	IGKC	-0.116	-2.784	-0.084	-0.083	0
4479	SOX17	0.186	-2.323	0.086	-0.394	0.006
4480		0.344	-0.914	-0.014	-0.135	0.2
4481		-0.328	0.236	-0.056	-0.102	0.53
4482		-0.23	0.222	0.11	0.064	-0.07
4483		-0.13	0.098	-0.147	-0.057	-0.092
4484	MSMB	-0.45	-0.363	-0.173	0.788	1.595
4485	XCL1	-0.5	0.414	0.087	-0.004	0.103
4486		-0.472	-0.08	-0.06	-0.504	0.037
4487		-0.554	0.33	-0.574	0.055	-0.074
4488	ACPP	-0.303	-0.825	-0.397	-0.563	-0.138
4489	HIC	-0.14	0.144	0.272	0.012	-0.062
4490		-0.254	0.134	-0.29	-0.455	-0.749
4491	PLN	-0.087	0.048	0.05	0.055	0.116
4492	HIC	-0.126	0.338	0.133	-0.099	-0.271
4493		-0.009	0.293	0.136	0.132	0.036
4494	SNX11	-0.066	0.315	0.385	0.306	0.045
4495		-0.552	0.283	-0.003	-0.227	-0.005
4496	ALF	0.041	-0.109	-0.122	-0.102	-0.165
4497		-0.462	-0.621	-0.403	0.88	-0.014
4498		-0.276		-0.497	-0.14	-0.095
4499		-0.226		-0.145	0.561	0.236
4500	WBP4	-0.121		-0.042	0.043	-0.022
4501		-0.041		0.005	0.047	0.23
4502		-0.5		-0.152	-0.45	-0.241
4503		-0.154		-0.061	-0.028	0.048
4504		-0.061		0.117	-0.035	0.197
4505		0.168	0.262	0.192	-0.05	-0.234
4506		-0.038	-0.482	-0.031	-0.027	-0.028
4507	RPS3A	0.094	0.231	0.214	-0.063	-0.203
4508		-0.008	-0.071	-0.002	-0.121	0.122
4509		-0.157	0.43	0.022	0.14	0
4510		-0.367	0.02	-0.274	-0.397	-0.1
4511	RAD23B	0.076	0.306	0.245	0.475	0.262
4512		-0.167	0.14	-0.064	-0.043	-0.076
4513		-0.087	0.246	-0.311	0.054	0.003
4514	CCND1	-0.009	-0.072	-0.354	-1.415	-0.953
4515	BCAS1	-0.193	0.127	0.018	0.148	0.026
4516	TP53	0.692	1.166	0.967	0.994	0.449
4517	MXI1	0.221	0.211	-0.048	0.268	0.54
4518	KLK4	-1.088	-0.055	0.392	0.332	0.059
4519		-1.397	1.147	-0.722	2.279	1.026
4520		0.015	0.691	-0.104		1.456
4521		0.316	0.463	0.14	0.791	1.648
4522		0.033	0.505	0.459		0.085
4523		-0.715	-0.244	0.435	-0.083	-0.269
4524		-0.832	1.453	-0.158		1.941
4525		-2.459	1.807		-0.961	
4526		0.129				
4527						0.129
4528		-0.087	-2.939			2.138
4529			-1.492		3.744	
4530		1.632				
4531		0.348	2.807		0.03	-1.392
4532		2.503	-0.263	1.657		-2.459
4533		-2.848		-0.779		
4534		2	-1.474			
4535						4.954
4536		-1				-2.209
4537	KDR	0.364	0.508	0.703	0.742	0.579
4538	KAL1	0.195	0.098	0.276	-0.213	-0.186
4539	IVD	0.505	0.141	0.224	0.2	0.208
4540	IFIT1	0.527	-0.269	-0.362	-0.712	-1.067
4541		0.214	0.039	0.183	-0.15	0.072
4542	ITGB8	0.666	-0.615	-0.532	-0.008	-0.211
4543	PLAG1	0.206	-0.09	0.014	0.068	-0.005
4544	E2-EPF	0.101	-0.136	0.129	-0.221	-0.282
4545	ROR2	0.68	-0.084	-0.331	-0.315	-0.354
4546	EIF2S1	-0.153	0.467	0.272	-0.311	-0.08
4547	HSU53209	0.576	0.402	0.522	0.614	0.052
4548	CROC4	0.039	-0.309	-0.261	-0.277	-0.434
4549		0.339	0.287	0.242	-0.021	-0.033
4550	TIP-1	0.622	0.418	0.579	0.301	0.156
4551		0.357	0.301	-0.241	-0.312	-0.106
4552		0.235	-0.143	-0.485	-0.436	-0.187
4553	CPSF1	0.117	0.054	0.012	-0.042	0.038
4554	CRA	0.249	-0.044	0.329	1.239	1.142
4555	MAN2C1	0.44	0.004	0.045	-0.197	0.173
4556	ALDOC	0.521	0.521	0.582	0.417	0.544
4557	RLF	0.464	0.078	0.039	-0.133	-0.168
4558	REST	-0.16	-0.134	-0.344	-0.301	-0.294
4559	TJP2	0.787	-1.386	0.234	0.69	-0.033
4560	TLR3	0.35	-0.645	-0.574	0.024	-0.105
4561	LU	0.307	-0.101	-0.164	-0.332	-0.362
4562	IL13RA1	0.244	0.273	0.106	0.04	0.012
4563	CPSF6	0.247	0.273	0.315	-0.139	-0.021
4564	TRIM31	-0.028	-0.109	-0.444	-0.108	0.073
4565	ZFP36L1	0.698	0.412	-0.472	0.051	0.551
4566	BCL6B	0.032	0.055	-0.168	0.036	-0.205
4567	NMT1	0.14	0.308	0.125	0.018	0.042
4568	MGST1	0.06	0.134	0.001	-0.307	-0.3
4569	GRIA1	-0.069	-0.22	-0.191	0.011	-0.643
4570	GMFB	0.348	0.561	0.623	0.535	0.264
4571	GCN5L1	0.308	-0.01	-0.029	-0.338	-0.292
4572	GATA3	-0.253	-0.259	-0.104	-0.146	-0.247
4573	MAT2A	0.2	0.397	0.268	-0.278	0.035
4574	RYR2	-0.385	-0.011	-0.037	-0.551	-0.493
4575	MAPK1	0.253	0.355	0.28	0.077	-0.005
4576	RPL10	0.287	0.516	0.476	0.159	0.009
4577	RPL32	0.234	0.244	0.321	0.016	0.035
4578	ST13	0.294	0.267	0.244	-0.093	-0.184
4579	PPP2R2A	0.268	0.525	0.688	0.525	0.289
4580	PPP1CA	0.192	0.063	0.227	-0.068	-0.027
4581	PKIA	0.601	0.214	0.144	0.104	0.428
4582	PSMA2	0.152	0.245	0.156	-0.143	-0.058
4583	MRPL4	0.121	0.031	0.174	-0.258	-0.189
4584	PCSK2	-0.311	-0.16	-0.134	-0.402	-0.2
4585	LPIN1	-0.024	-0.275	0.823	0.559	0.595
4586	SMC1L1	0.072	0.308	0.217	-0.101	-0.432
4587	BTF	0.086	-0.121	0.052	-0.208	-0.375
4588	JJAZ1	0.264	0.292	0.21	0.01	0.023
4589	NICE-4	0.544	0.53	0.595	0.404	0.207
4590	NXP-2	0.236	0.095	0.295	0.201	0
4591	R3HDM	0.208	0.306	0.252	-0.146	0.028
4592	RNTRE	0.32	0.254	0.08	0.426	0.351
4593	KIAA0010	0.038	0.061	0.096	-0.095	-0.091
4594	KIAA0008	-0.107	0.237	-0.215	-0.884	-0.615
4595	NR1D2	0.262	0.509	0.454	0.261	0.183
4596	SLC35A1	0.273	0.056	-0.098	-0.243	-0.004
4597	NFYB	0.021	0.148	-0.048	-0.211	-0.544
4598	HSD17B4	0.235	0.096	0.058	-0.094	-0.168
4599	HOXD1	-0.692	-0.411	-0.419	-0.523	-0.468
4600	PCBP2	0.278	0.301	0.34	0.071	-0.049
4601	DDX1	0.149	0.413	0.238	-0.021	0.067
4602	SURF5	0.096	-0.232	-0.22	-0.314	-0.17
4603	AKAP12	-0.365	-0.36	-0.192	-0.286	-0.443
4604	GATA4	0.206	0.299	-0.214	-0.244	-0.183
4605	CCNC	0.187	0.428	0.46	0.358	0.435
4606	FPR1	-0.307	-0.276	-0.057	0.398	0.545
4607	FMO1	0.201	0.017	0.074	-0.029	-0.013
4608	FLNA	0.154	0.01	0.993	1.439	0.716
4609	FLJ10287	0.194	0.202	0.032	-0.161	0.019
4610	MGC9564	0.104	-0.454	-0.69	-0.856	-0.383
4611	PPFIBP2	0.222	0.02	-0.398	-0.616	-0.229
4612	FLJ13614	0.061	0.218	0.052	-0.09	0.104
4613		0.25	0.229	0.214	-0.118	0.105
4614	FLJ12549	0.082	0.124	0.044	-0.185	-0.186
4615	ELAC1	-0.034	0.241	-0.036	-0.224	-0.035
4616	ZDHHC2	0.573	0.429	0.31	0.163	0.316
4617	PARL	0.104	0.272	0.2	-0.169	-0.052
4618	HSPC014	0.186	0.197	0.258	-0.02	0.198
4619	H11	0.077	-0.473	1.079	0.342	0.292
4620	PEF	0.281	0.182	0.211	0.044	0.11
4621	LSP1	-0.054	0.094	-0.042	0.045	0.152
4622	SERPINB1	0.354	0.201	-0.085	-0.472	0.077
4623	KIF3A	0.035	-0.061	0.022	0.17	0.154
4624	LOC51580	0.26	0.338	-0.179	0.207	0.082
4625	FLJ10961	0.172	-0.045	0.533	0.627	0.349
4626	B7-H3	0.33	0.081	0.196	0.11	0.228
4627	GABRD	0.2	0.256	0.175	-0.143	0.02
4628	GSPT2	0.1	0.272	0.237	0.074	0.118
4629	NLK	0.125	0.026	-0.029	0.17	0.271
4630	EIF4A2	0.664	0.526	0.646	0.57	0.549
4631	PEGASUS	0.212	0.274	0.251	0.213	-0.004
4632	SIAH2	0.008	-0.134	-0.436	-0.28	-0.234
4633		0.425	0.258	0.031	0.149	0.366
4634		0.123	-0.058	-0.023	-0.179	0.105
4635		-0.322	-0.08	-0.336	-0.187	-0.045
4636		-0.372	-0.184	-0.387	-0.398	-0.113
4637		0.033	0.012	0.013	-0.1	0.168
4638	DKFZP434K1421	0.065	0.198	0.247	0.014	0.16
4639		0.319	0.399	0.043	0.462	0.006
4640	UBE1	0.314	0.262	0.118	-0.124	0.246
4641		-0.079	0.041	-0.056	-0.276	0.032
4642		0.364	0.068	-0.223	-0.164	0.242
4643	MGC35578	-0.202	0.096	0.142	0.166	0.284
4644	KIAA1407	-0.029	-0.056	-0.078	-0.011	0.199
4645	MGC3123	0.241	0.016	0.134	0.001	0.252
4646	LOC57795	-0.074	-0.031	-0.099	-0.286	0.124
4647		-0.176	-0.078	-0.043	-0.169	0.066
4648		-0.243	-0.024	-0.082	-0.181	-0.214
4649	GPRC5B	0.081	-0.018	0.265	0.194	0.407
4650		0.071	0.365	0.376	0.44	0.373
4651		-0.21	0.048	0.064	0.206	-0.118
4652		-0.583	-0.097	-0.18	-0.264	-0.244
4653		-0.792	-0.25	0.148	-0.641	-0.158
4654		-0.256	0.116	-0.064	-0.28	0.091
4655		-0.204	-0.163	-0.156	-0.133	0.09
4656	SKP2	0.05	0.284	-0.364	-0.448	-0.586
4657		-0.611	-0.397	-0.771	-0.267	-0.561
4658		-0.43	-0.431	-0.328	-0.225	-0.236
4659	SAC2	-0.495	-0.482	-0.397	0.132	-0.263
4660	CEGP1	-0.444	-0.168	-0.04	0.179	-0.071
4661		0.048	-0.035	0.047	-0.113	0.315
4662		-0.069	0.109	-0.064	-0.041	0.183
4663	F11	-0.04	-0.057	-0.1	-0.265	0.072
4664		0.052	-0.298	-0.297	-0.213	-0.181
4665		-1.079	-0.29	-0.856	-0.981	-0.872
4666		-0.329	-1.121	-0.676	-1.093	-0.237
4667		-0.584	-1.088	-0.83	-1.307	-0.447
4668		-0.713	-0.98	-0.968	-0.979	-0.561
4669	ZNF281	0.474	0.391	0.521	0.563	0.32
4670	MPDZ	-0.077	0.036	0.009	-0.262	-0.115
4671		-0.261	0.137	0.052	0.245	0.128
4672		-0.094	-0.128	-0.165	-0.237	-0.099
4673	HP43.8KD	0.387	0.5	0.368	0.212	0.3
4674		-0.136	0.01	-0.017	0.055	0.023
4675	USP12	0.426	0.649	0.637	0.663	0.787
4676	MSI2	0.641	0.056	0.025	0.008	0.5
4677	SLMAP	0.561	0.816	0.761	0.985	0.608
4678	FLJ12890	0.112	0.415	0.425	0.673	0.483
4679	KIAA1280	0.267	-0.132	0.06	0.026	0.069
4680		-0.447	-0.223	-0.333	-0.03	-0.252
4681	SNAP29	0.425	0.526	0.276	0.313	0.057
4682	FLJ20748	-0.312	1.222	-0.859	0.159	0.306
4683		0.159	0.198	-0.06	-0.236	0.096
4684	AMOTL2	0.338	0.116	0.365	0.488	0.405
4685		0.125	0.199	-0.237	-0.086	0.052
4686		0.095	0.13	-0.035	-0.143	0.023
4687		0.072	0.077	0.1	-0.105	0
4688		0.218	0.265	0.177	-0.275	0.204
4689	PYGO2	0.484	0.161	-0.377	-0.327	-0.278
4690		0.281	0.268	0.304	0.603	-0.073
4691		0.511	0.083	0.069	-0.011	0.269
4692	MGAT2	0.196	0.205	-0.028	0.337	0.398
4693	MO25	0.459	0.713	1.287	1.486	0.706
4694	MSCP	0.051	0.265	0.14	-0.548	-0.175
4695	LIAS	0.175	0.011	-0.09	-0.035	0.107
4696	KNG	-0.164	-0.188	-0.127	-0.177	-0.213
4697	LOC51141	0.379	0.569	0.783	1.212	0.715
4698	E2IG3	0.157	0.601	0.459	-0.06	0.193
4699	NCF4	-0.009	0.163	0.167	0.211	0.03
4700	RPS6KA4	0.375	-0.175	0.035	-0.163	-0.41
4701	ATPW	0.349	0.384	0.219	0.13	0.241
4702	APOB	-0.68	-0.556	-0.423	-0.532	-0.338
4703	SLC4A2	0.412	0.251	0.374	0.165	0.39
4704	ADH4	-0.265	-0.572	-0.451	-0.414	-0.176
4705	KIAA0675	0.072	0.229	-0.11	-0.061	0.083
4706		-0.238	-0.089	-0.099	-0.313	-0.283
4707	DDEF1	-0.244	0.206	0.54	0.369	0.061
4708		-0.603	-0.582	-0.533	-0.318	-0.339
4709	LOC92689	-0.024	-0.065	0.01	0.358	0.349
4710		-0.177	-0.288	-0.15	-0.247	-0.015
4711		-0.086	0	-0.194	-0.263	-0.064
4712	FLJ13231	-0.804	-0.673	-0.644	-0.677	-0.521
4713	NCOR1	0.045	0.012	-0.122	0.108	-0.292
4714		-0.148	-0.242	-0.393	-0.478	-0.426
4715	UTRN	0.298	-0.12	-0.336	-0.88	-0.55
4716		0.275	0.288	0.486	0.531	0.273
4717		-0.163	-0.167	-0.356	-0.499	-0.283
4718		-0.032	0.089	0.018	0.431	0.494
4719	GDF11	-0.477	-0.256	-0.354	-0.427	-0.508
4720	KIAA1458	0.188	0.053	0.196	0.302	0.25
4721	NRBF-2	0.171	-0.042	0.307	0.225	0.265
4722		-0.05	-0.118	-0.222	-0.288	-0.122
4723	GRLF1	0.103	-0.01	-0.406	-0.602	-0.402
4724		-0.368	-0.187	0.202	-0.129	-0.377
4725	HSPBAP1	-0.259	-0.138	-0.494	-0.581	-0.462
4726		-0.06	-0.041	-0.347	-0.475	-0.089
4727	MRPL12	0.276	-0.152	1.141	0.975	1.033
4728	LRRC2	0.3	0.287	0.404	1.047	0.562
4729		-0.706	-0.138	-0.631	-0.192	-0.548
4730		-0.513	-0.326	-0.493	0.109	0.196
4731	TRAP150	0.365	0.361	0.297	0.098	0.078
4732	DKFZp434K2435	0.084	-0.029	-0.098	-0.654	0.018
4733	SLC7A8	-0.223	0.141	-0.086	-0.105	-0.061
4734		0.171	0.255	0.524	0.265	0.354
4735		-0.54	-0.208	-0.338	-0.47	-0.507
4736		0.083	-0.008	-0.11	-0.239	0.122
4737		-0.288	-0.079	-0.367	-0.386	-0.34
4738	NAV1	-0.078	-0.061	-0.159	-0.237	-0.161
4739	MBC3205	0.17	-0.2	-0.264	-0.505	-0.203
4740	PTP4A3	-0.019	0.011	0.131	-0.026	0.146
4741		-0.643	-0.717	-0.677	-0.755	-0.533
4742		0.018	-0.169	0.065	0.166	0.152
4743		-0.417	-0.636	-0.368	-0.453	-0.334
4744	FBP17	0.17	-0.009	-0.094	0.155	0.255
4745	SSR3	0.419	0.133	0.155	0.085	0.355
4746		-0.286	-0.164	-0.223	-0.207	0.061
4747	PSG1	-0.369	-0.674	-0.871	-0.522	-0.405
4748		-0.391	-0.369	-0.397	-0.558	-0.472
4749	RAP140	0.428	0.041	-0.484	-0.304	-0.137
4750	HT001	0.238	0.037	-0.205	-0.023	-0.068
4751		0.012	0.224	-0.037	-0.396	-0.325
4752		-0.211	-0.178	-0.465	-0.43	-0.154
4753		0.061	0.165	0.248	0.101	-0.098
4754		-0.265	0.105	-0.316	-0.021	0.163
4755	ZNF198	0.484	0.522	0.298	0.415	0.474
4756	DT1P1A10	0.314	-0.061	-0.053	-0.264	-0.217
4757	IRAK1	0.163	0.258	0.163	0.25	0.273
4758		-0.768	-0.175	-0.671	-0.308	-0.131
4759		-0.612	-0.515	-0.635	-0.388	-0.272
4760	CTNS	0.308	-0.162	-0.55	-0.586	-0.208
4761	KIAA0913	0.412	-0.093	0.072	0.097	0.467
4762		-0.463	-0.047	-0.32	-0.047	-0.129
4763	POT1	0.216	0.174	-0.257	-0.355	-0.856
4764	FLJ31528	0.007	-0.246	-0.224	-0.248	0.177
4765		-0.807	-0.344	-0.229	-0.679	-0.389
4766		-0.188	-0.126	-0.284	-0.382	-0.174
4767	SIAT4B	-0.433	-0.271	-0.199	-0.717	-0.033
4768	RAB6C	0.233	0.106	0.174	-0.029	0.106
4769	FLJ10120	0.457	0.411	0.315	0.243	0.455
4770	FGF2	0.208	0.314	0.301	0.138	0.172
4771	EFG1	0.091	0.455	0.344	0.129	0.088
4772		0.25	0.379	0.224	0.129	0.276
4773	CENTB5	0.266	-0.005	0.005	-0.076	0.079
4774	STEAP	-0.153	-0.066	-0.262	0.102	0.249
4775		-0.082	-0.007	-0.278	-0.535	-0.224
4776	PIK3R2	0.289	0.105	0.121	-0.395	-0.159
4777	ZNF76	0.07	0.304	0.197	-0.133	0.049
4778	ZNF174	0.076	-0.009	-0.285	-0.365	0.028
4779	ZNF36	0.704	0.325	0.342	0.322	0.719
4780	ZNF131	0.42	0.367	0.199	0.091	0.183
4781	ARR3	0.356	0.224	0.109	0.032	0.126
4782	WAS	0.389	0.268	0.017	-0.055	0.224
4783	TBP	0.084	0.247	-0.056	-0.103	-0.063
4784	TRB@	-0.126	0.103	0.073	-0.126	0.048
4785	CD3D	-0.358	-0.496	-0.103	-0.409	-0.346
4786	SDC1	0.664	0.043	-0.031	0.157	0.681
4787	SOD2	0.157	0.195	1.168	0.168	-0.024
4788	SPIB	-0.111	-0.027	-0.266	-0.216	-0.123
4789	MDN1	-2.17	1.433	2.822		
4790	TRIM9		-0.396	-4.031	0.422	
4791	ARC				0.44	
4792	IHPK1	-0.671	2.322			1
4793	KIAA0256	0.049	-0.193	-1.879		-1.503
4794	GBF1	0.387				1.807
4795	CRIP2	2.663		-2.294	2.538	-2.807
4796	S100A12	0.497				-0.585
4797	PRDX3	0.2	0.336	0.261	0.084	-0.107
4798	LOXL2	-0.172	0.186	0.111	-0.038	0.054
4799	RAB32	0.238	0.024	0.434	0.385	0.467
4800	SMG1	0.008	-0.082	0.138	0.128	-0.009
4801	LST1	0.181	0.056	-0.277	-0.134	0.227
4802	KIAA0442	0.195	0.206	-0.342	-0.263	0.227
4803	MBNL	-0.608	-0.216	-0.151	-0.23	-0.499
4804	ZNF262	0.172	0.266	0.169	0.12	0.091
4805	ADCY6	0.356	0.19	0.017	-0.208	0.17
4806	KIAA0419	0.203	0.054	0.002	-0.093	0.103
4807		-0.069	-0.421	-0.597	-0.235	-0.034
4808	HMOX2	0.413	0.244	0.546	0.328	0.387
4809	LIPE	-0.07	0.155	-0.117	-0.133	0.009
4810	HOXB6	0.071	-0.297	-0.389	-0.303	-0.219
4811	HBZ	-1.02	-0.245	-0.429	-0.15	-0.311
4812	HSPCA	-0.374	-0.759	-0.553	-0.458	-0.013
4813	IFITM1	0.779	-0.066	-0.153	-0.397	-0.221
4814		0.163	0.205	0.3	-0.004	-0.141
4815	IFRD1	0.229	0.274	0.818	0.705	0.345
4816		0.21	0.303	0.507	0.151	0.144
4817		-0.082	0.107	-0.059	-0.06	-0.047
4818		-0.067	-0.061	-0.201	-0.272	-0.088
4819	AD037	0.054	0.428	0.172	-0.314	-0.276
4820	HBOA	0.452	0.652	0.742	1.18	0.285
4821	eIF2a	0.091	0.491	0.441	0.243	0.266
4822		-0.087	0.384	0.023	-0.101	0.014
4823	CHPT1	0.141	0.085	-0.113	-0.1	0.345
4824		-0.025	0.045	0.022	-0.096	0.022
4825	ATPAF1	0.136	-0.053	-0.272	-0.529	-0.542
4826	LEPROTL1	0.381	0.296	0.132	0.223	0.498
4827	PTP4A2	0.065	0.548	0.296	0.048	-0.029
4828	MEP50	0.233	0.291	0.032	-0.307	-0.152
4829	LOC51015	0.339	0.193	0.197	-0.059	0.006
4830		0.323	0.245	-0.125	-0.302	-0.061
4831	FLJ11608	-0.044	-0.026	0.029	-0.344	-0.291
4832	MGC45562	-0.303	0.35	-0.276	-0.149	0.192
4833	KIAA1005	0.247	0.104	-0.061	-0.17	0.189
4834	FACL6	-0.203	-0.154	-0.11	-0.154	-0.04
4835		-0.037	-0.038	0.038	0.06	0.251
4836		-0.061	0.003	0.006	-0.156	-0.093
4837		-1.834	-1.251	-1.076	-0.781	-0.795
4838	NPHP4	-0.129	-0.08	-0.083	-0.252	0.161
4839	MGC5601	-0.182	-0.052	-0.158	0.365	0.241
4840	RAD18	0.155	0.379	0.284	-0.021	-0.014
4841	B3GAT1	0.398	0.123	0.385	0.665	0.621
4842	PAK6	0.111	0.112	0.14	0.173	0.33
4843		-0.516	-0.354	-0.463	-0.228	-0.179
4844	PPM2C	0.627	0.434	0.976	1.608	0.859
4845		-0.125	-0.104	0.04	0.234	0.068
4846		-0.036	0.112	-0.041	-0.031	0.062
4847		-0.155	0.13	0.118	-0.209	0.022
4848		-0.246	-0.265	-0.198	-0.067	0.026
4849	XK	0.068	0.148	-0.217	-0.583	-0.396
4850	RLF	-0.527	0.019	-0.178	-0.017	-0.184
4851	FLJ22477	0.1	0.024	0.176	-0.364	0.016
4852	SRD5A1	0.484	0.391	0.429	0.284	-0.019
4853	MGC2827	-0.156	-0.228	-0.435	-0.718	-0.475
4854	SERPINA1	0.142	-0.122	-0.055	-0.668	-0.656
4855		-0.907	-0.209	-0.887	-0.364	0.107
4856	JTB	-0.395	-0.979	-1.01	-0.53	-0.23
4857	VIM	-0.307	-0.716	-0.685	-0.206	-0.337
4858	PRKCD	0.126	0.266	0.692	0.372	0.163
4859	MIR16	0.495	0.189	-0.043	-0.14	0.25
4860	KIAA0775	-0.037	-0.182	-0.108	-0.185	0.012
4861	ACP6	0.406	0.334	0.294	0.031	0.237
4862	C1orf14	0.047	0.199	0.079	-0.069	-0.09
4863	C20orf14	0.352	0.154	0.094	-0.12	-0.03
4864	MRPL38	0.414	0.147	0.212	-0.045	-0.051
4865	FLJ11619	0.009	0.241	0.187	-0.014	-0.147
4866	CL25084	0.32	0.353	0.189	-0.122	0.165
4867	DNCLI1	-0.058	0.467	0.497	0.268	0.332
4868	IKBKAP	0.053	0.263	0.172	0.087	0.193
4869	ZNF219	0.367	0.325	0.308	0.226	0.197
4870	FLJ14735	0.464	0.413	0.159	-0.051	-0.137
4871	OIP2	0.029	0.254	0.125	-0.032	-0.109
4872	DJ971N18.2	0.292	0.216	-0.081	0.062	0.211
4873	PTR4	-0.044	0.005	0.606	0.473	0.219
4874	PLEKHA3	0.172	0.329	0.457	0.075	0.287
4875		-0.175	0.393	-0.248	-0.522	-0.394
4876	LOC51170	-0.121	0.13	-0.388	-0.582	0.042
4877	NDUFB10	0.159	0.027	0.048	-0.354	-0.128
4878	NDUFS6	-0.219	0.042	-0.131	-0.444	-0.307
4879	MGC10540	0.268	0.339	0.296	0.12	0.231
4880	PILB	0.196	0.366	0.237	0.136	0.222
4881	HSPC163	0.285	0.217	0.278	0.273	0.293
4882	CSPG6	-0.031	0.261	0.027	-0.005	-0.115
4883	DNAJA3	0.031	0.051	-0.21	-0.563	-0.252
4884	HOXA2	-0.523	-0.067	-0.056	0.13	-0.39
4885		-0.294	-0.059	-0.109	-0.269	-0.116
4886	CNTNAP2	-0.129	0.085	-0.004	-0.182	0.274
4887		-0.347	0.961	-0.313	0.068	-0.737
4888		0.074	0.019	-0.03	0.374	0.021
4889		0.321	-0.06	-0.279	-0.322	-0.117
4890		0.066	-0.044	-0.011	0.063	0.084
4891	HEBP2	0.226	-0.007	0.323	0.316	0.512
4892		0.15	0.111	0.181	0.011	0.15
4893	APBB1	-0.378	-0.108	-0.138	-0.218	-0.164
4894	DIRC2	-0.2	-0.072	-0.076	-0.431	-0.408
4895	C1orf8	0.219	0.224	0.26	-0.077	-0.145
4896		0.1	-0.224	0.176	-0.14	-0.186
4897		-0.15	0.18	-0.164	-0.219	-0.116
4898	DKFZp566D234	0.252	0.334	0.266	0.112	-0.007
4899		0.28	-0.034	0.063	-0.367	-0.184
4900	UBE2D2	0.075	0.229	0.362	0.137	0.053
4901		0.06	0.117	-0.163	-0.627	-0.403
4902		0.087	0.042	-0.13	-0.171	0.046
4903	MPPE1	0.165	-0.086	-0.201	-0.277	0.084
4904		0.077	0.042	0.309	0.206	0.097
